start	end	text
0	17340	freedom for the Leroy and the
17840	19920	live from Austin Texas and taught by Southwest festival my deep deep pleasure to announce that
20160	24080	June 6, 2009
24080	27340	Harman Town is now in session
28340	32340	Please welcome to the stage the mayor of Harman Town, Dan Harman
43340	45340	Thank you, thank you very much
46840	49340	Hello Austin, how many of you from Austin?
51060	56580	Okay, that's great. That's nice. That's a cool city, and they seem like good people. This is the best town
56580	61820	I love it. Yeah, I mean we would normally say that in any city, but we would be lying in most of them
62860	68580	Austin is definitely always enchanting. You know what they call it Jeff. They call it the San Francisco of Texas
69540	72900	Is that true? Yeah, I do I call it that
73540	76900	There's some facts about Austin the typewriter was invented here
78660	84540	It's in 1842 it went to war with Oklahoma correct and won
86660	91460	Because they wanted it to be shaped like Texas and Oklahoma wanted to kind of like
91740	95980	Change like the top square part of Texas and just be a box
97020	99020	but Oklahoma has to be shaped like a
99580	103980	Saucepan because Texas won the right to be shaped like Texas
104940	109620	Good job. What a great state what a big great state you can see it from outer space
110540	114020	It's it's the only state you can see from outer space. Yes
114380	118420	It's the only one that Google satellite maps can actually identify
119020	121580	It's three times bigger than the Great Wall of China
122940	124940	coiled up into a Texas shape
128020	131460	They just started allowing Asians in here as well. They just started
132020	136900	Which I think is very progressive of you guys to finally make that leap, Texas is one of the
137580	139580	pioneers of Asian
139660	142540	immigration that's the song yellow rose of Texas is actually
144460	151100	About a lady named Rose. It's it's it's code before like her agent me your give me your Asian weary your
151900	158540	Your Asian huddled masses yearning to breathe free in a big giant state. You can see from outer space like your stupid Great Wall. Okay
159580	162020	Anyways, but we don't want to localize the show
162020	167220	We want to give you a taste of harmontown as we do it in Los Angeles in the back of a quiet comic book store
168660	172820	We're we're we're gathered here and we're we're we're podcasting live
174180	176180	through YouTube who's
176620	179120	Hey bar people shut up. No, I mean
180140	182140	Too much. It doesn't matter
183380	185380	It kind of worked
187100	189100	We love you bar people
189300	190940	one of the perils of
190940	197100	Podcasting live I guess is that YouTube has like automated bots and drones that are detecting the music that we were
197900	202460	I was gonna play some kick-ass local country music, but we were afraid that it would shut down the podcast
202460	206740	Yeah, it's a text copyrighted music. So we were playing some of our friends bands
207540	214020	Dustin Marshall our producer has some friends with bands and you probably couldn't tell it from from real music
215100	219620	You probably thought it was real music. Where's the camera? Who's who's who's shooting this?
220260	223340	Right right there. Just some do with the head of the handheld thing
224060	231620	On a VHS from 1978. No, it's it Wow. I don't Jeff's confused that we're not podcasting it video live
231620	235620	Oh, I thought there was actually video for YouTube as well. No, no, you can do whatever you want physically
235620	237940	Whatever you wanted to do. So I should put my pants back on
238820	243100	Whatever you whatever you felt you weren't allowed to do. I don't know how technologies work
243820	247620	We're here at South by Southwest because we're premiering the Harman town documentary tonight
250820	252620	It's gonna be good
252620	258300	Spencer hasn't seen it. It's amazing that Spencer hasn't seen it because he's essentially the star of it. Yes, Spencer Spencer
258300	261500	I told him we had lunch today. We had Spencer and I had a nice little date this afternoon
261500	263500	We went to a photo booth. It was very romantic
264060	270580	A couple people walking down the road saw Spencer like Spencer Spencer like it's gonna fucking change everything for that guy
271020	278420	Yeah, Jesus. I I had lunch with the guys that literally started Kickstarter today
278420	284900	I have a wireless mic damn so keep go on. I'm gonna go retrieve my beer. Okay, I'm gonna test the limits of this microphone
285900	291740	This this is called crowd work Jeff. We're sending him out like a good to see good to see you. Pardon me
292700	296260	Get out of my way. Sorry. Sorry. There you are your little devil
297580	303540	Go on Dan. How far can you go? Huh? Find out how far you can go. Should we find out? Yeah, let's take it to the back
306140	308140	Sorry about that bar people
308340	311660	Check check. It's still working man. We can really get out. We can use this space
312620	318180	I'm playing I clicked a cue. How are you? Yeah, can I get you guys anything? You guys are good
319660	324460	Like the dessert cart. Yeah, we can hear you. I love it. Yeah
327780	333020	Say something I'm not I'm out of material. Look at you. Can you go outside of the street? See I'm gonna go outside
333540	336060	Can I go with my beer to leave my beer here?
336900	340280	All right, check. Is it clap if you can still hear me
342580	344580	Check one two one two
355460	357460	He can't hear us though
359500	361500	Let's all pretend like we fell asleep
363460	365460	It's very exciting
365820	372500	I told them I'll pretend like they fell asleep. All right, it was a dumb joke to engineer on the flag. Good job, Jeff
373260	375480	Say what? Oh my fucking beer. Thank you guys
376540	378540	God bless you, sir
381140	383140	Yeah
383140	388580	So it's been weird like I this this movie has been looming in my life
388900	394220	For a long time and I've well deserved it because I was the one who was narcissistic enough to say
394740	396820	Maybe we should make a movie about me
398460	402500	Being a narcissist and I hired this great guy. I didn't hire him
402500	408020	That's probably a misnomer kind of partnered with Neil Berkeley and had to agree with him
408020	411740	Like, you know, I can't tell you how to make your movie
412220	419740	So it's you know, it doesn't it doesn't show you what a genius. I am on the level that I think I am
420420	425580	Right. It shows you what a genius. I am probably kind of what's in reality
425740	430220	Like like it just kind of shows me as a just sort of a fat drunk asshole
431420	433420	Which is fine
433500	437620	Because I'd rather be a bad person than than make a bad documentary
437620	442720	And I think that one of the most important ingredients of a good documentary is a bad person
442720	449100	I think that's what you really like like you need so we put Spencer in there and he gets to be a good person
450740	456660	But there's a lot to talk about if we were doing a regular harmontown show I
457820	464820	Would I would do some corrections. I would do a correction segment right now. Okay. Can you play a sound cue for that?
468380	469620	Corrections
469620	471620	Yo, yo
471620	478900	Corrections sometimes I get things wrong people correct me all day long. They tell me you did it wrong
479140	482280	That's why I'm doing the correction song corrections
487820	495740	Austin loves yeah correction Austin Austin you're gonna get some entertainment tonight. This is this is no the show is no joke
495740	499240	Hey, you're leaving here entertained. Yeah, how many of you are going to the movie later?
502100	505100	Who among you wanted to go to the movie but can't
505260	508300	It's a weird reaction
511060	516500	How many of you can't because of scheduling conflicts, okay, so you really just can't
517660	520540	Does that mean they're turning people away? Is it sold out? Oh?
523220	528100	Badges only so you guys don't have badges stinking badges the lead is of what?
529900	532860	10 you can buy well if you buy a ticket do you still need a badge?
535100	538460	There's a guy yelling out
538460	540500	I wonder Dan if you and I will need our badges
540500	544660	We should just give someone that looks a little bit like us our badge you can certainly give two people bad
544660	549180	Because I took I don't know if you if you guys got those badges, but you have to take the face recognition photo
549460	554020	It wouldn't recognize my face. I I could be Nick Nolte. I could be anybody in that photo
554500	557700	But I think I have five tickets in my pocket will try to say
557700	560900	But I don't know if you don't need badges, but you do need a ticket
560900	565020	I will try to figure out a way to give them to the people that are most deserving. I say physical combat
566140	570620	I'm just gonna break a big Texas-sized pool cube and leave it on the floor
571860	573860	Gonna walk out of the room
574940	580900	All right, so I said that Stan Winston looked great on King of the Nerds on TVS
581460	583460	He's been dead since 2006
584620	586620	Corrections
587620	591260	Yeah, yeah, I said a corpse look great
591940	597140	He was a dead person. He's been dead for almost a decade, and I said he looked great
598100	600100	corrections
600740	603900	Someone someone tweeted me who worked with Stan Winston
603900	610060	I was like he's been dead since who doesn't say who are you confusing with a guy that works at Stan Winston studios?
610060	615500	Which you know made the poor choice to keep his name. I mean what what business president?
616620	618940	Is there there a Walt Disney, but?
619860	622580	And so I just assumed he was Stan Winston
622700	627620	I'm gonna I don't want to throw Aaron under the bus, but Aaron said I said is that Stan Winston and Aaron said yes
628700	634780	And she doesn't know who that is. She's 29. She thinks that the Challenger shuttle
635620	637860	Is the one we took from the hotel?
637860	639860	Oh
643700	645700	Make it fun of my young girlfriend
648420	650420	If being young is a crime
651660	653660	Why do I always brag about it?
654300	659420	All right, so speaking of being young it's a America's a young country Jeff and as you know
659580	662020	It was built on the black backs of
663060	665060	unpaid labor I
665540	671340	Just made a good Freudian slip appropriate it was built on the I
673180	676460	Once I once said in the podcast that
676900	682460	That America was the first country to make slavery illegal like I was like yeah, come on look at the bright side
682860	685780	Somebody tweeted me you're full of shit. Yes, like way the opposite
686700	688700	terrible terrible we
688860	693220	We were doing it until like yesterday, and we hung on to it as long as we could
693940	695940	Italy outlawed in a long time
696020	698020	Saying we were we were like it's fine
698500	700500	So sorry about that
701460	703220	everyone
703220	705220	What a bad thing to be wrong about
706740	709540	I think I already started I already corrected this one
709540	713900	But I once said that the TSA was a private company and not a government agency
714620	716820	Again, I don't want to throw it to the bus, but Aaron
717060	719060	I
719060	721820	Told me that and I just believed her
721820	727900	I don't Google anything Aaron says if I did my IQ would go up like a thousand points
727900	735300	I just believe everything she says because she's a woman and she's supposed to flick fill me with knowledge and life and she's my muse
735460	738260	So I'm like, oh really? Okay. I'll say that to everyone
739620	744380	It's not a private company. However, they can still go fuck themselves, right? I
745060	746380	Don't know
746380	749300	They keep the nice people safe when you're getting on the plane
749300	751380	No, but I'll take it in an airport by airport
752180	758100	Basis because some airports are cool and some airports are full of a-holes. I don't know why they don't smile a little bit
758100	763600	I think you guys flowing in or out of Philadelphia. Fuck those TSA people. They're the way fuck Philadelphia
764660	766660	Anybody in Philadelphia
766660	768660	Get out leave, sir
769180	774340	The city of brotherly hurry up and take your shoes off nobody's you're from Philly, sir
774620	779060	Is it is it just me or is that the angriest town on the world? People are pretty angry there
779700	781860	TSA. Yeah that Airport Wow
782540	783500	Not good
783500	788660	Is it me or was that thing that happened in LA where a guy like came into the airport and shot the whole thing up and shot
788660	794860	A TSA guy was like kind of that didn't really get publicized that much. Was that a little sort of a what airport was that?
795060	797460	There was LAX was our airport
798100	803860	It was a big deal for like a day and a half kind of just some people and then it just went away
803860	805860	Did Aaron tell you that?
806260	811420	Maybe I don't know. I should Google it. Yeah. All right. That's the end of the correction segment
811700	817340	Yeah, yeah now everything's gonna be right. Everything I say is gonna be day or night
817740	824260	There's nothing more right than that. I fucked your mama cuz she's not fat. But if she was I'm still fucker
828380	830380	You're a gentleman, yes
830900	832900	Because I don't believe in
833700	838340	Socializing women to be ashamed of their bodies. I would fuck your mama no matter what I
841100	845340	Think it's shitty the way we treat our women and I will always be there for your mama
845340	849180	I like there's people there's people eating over there that have nothing to do with the show
849180	851740	They're having chicken wings and you're talking about no
851740	851940	Yeah
851940	856980	They're just hanging out like Seth Rogen made a comic book or something and they're like in the back waiting for it to be
856980	859340	Unveiled I got off the plane here at Austin
860180	862580	International Airport, whatever you call it and there's you know
862580	867900	The people are there waiting there with placards for people that have like a car service and they'll say like s you know
867900	869900	Thompson or Jay Anderson
869980	871980	There was a woman a young gal
872700	876500	holding a sign the size of like a movie poster and
877020	881340	In a font that was bigger than the font they used to announce the end of World War two
882340	884340	Seth Rogen
884700	888380	Like everyone else had a regular-sized thing. It's like give the guy a break
889100	891860	Also, I found out today. He flew in today. That was yesterday
892820	897380	Somebody was fucking around. Yeah, somebody was hoping Seth Rogen would just wander into their car
898020	903540	It was like Sandra Bernhardt and king of comedy like she was just waiting Seth Rogen, maybe
904460	906820	She probably had a couple behind that they were like
907860	909860	Barack Obama
910060	912060	I'll take what I can get
913060	919780	All right, let's let's do a new segment Jeff you want the same musical cue or let's do a different one, okay
920460	922460	this segments called
926180	929960	Forest controversy forest controversy. Let's do
933980	940660	Forest controversy and we're gonna argue about something that I decided to argue about that's not really an issue
940660	943180	But I'm deciding to make it an issue
944780	946780	Forest controversy
946780	948780	All right
949300	953700	The show has it all you guys the show we're singing we're dancing I went outside
958220	960700	That's groundbreaking entertainment petty cabs
961260	965740	Petty cabs petty cabs the little bicycle rickshaw things that you have here in this town
965820	968220	They have them in San Francisco during comic-con
968220	973820	It's like guys you get into a backseat of a big tricycle and and a guy drives you around or a girl
973820	979380	I don't I don't they make me very uncomfortable. I don't I don't like to use them. Why?
980140	984220	It feels it's too. I'm too close to the actual
985660	989340	Capitalism it's just like like you you're also right up somebody's ass
989340	995180	You have a you have a button right in your face the entire ride if you're it's too weird to be close enough to a place
995300	997420	That someone can bike you
998300	1003420	But you choose not to walk so they have to bike extra people
1003940	1010060	That's weird. I took one yesterday from like the was at the east side over there or kind of from that little
1010900	1017620	What's it called yellow jacket social club that place rules and I took a you couldn't get a cab because like we were promised
1017620	1024060	When we came here that there's a company called uber that that is like a private cab company. Yeah, fuck uber
1024900	1027740	They're a sponsor and fuck you. Fuck you. I
1028740	1033660	If you don't know who uber is I'm here to tell you that they're a bad company and they should be ashamed of themselves
1033660	1035900	All right, I'll foot that 15 grand
1041580	1043260	Songs in community
1043260	1045260	I'll just write that check. Okay good
1045660	1047420	But I took I took a little cabinet
1047420	1051980	This gal was half my height a little tiny petite little thing named Stephanie and she drove me
1051980	1054940	She was very cool and I wanted to go somewhere that was pretty far
1054940	1057340	But you could not you cannot get a taxi in this town right now
1057500	1061220	You cannot get into a vehicle and even if you do you can't make it anywhere
1061220	1063220	So the petty cab is kind of convenient
1063460	1068660	Let's convenient and it's probably that's why I said artificial controversy because I don't I don't really I'm sure it's a good thing
1068660	1077580	It's just I feel weird as a 41 year old man like climbing my fat ass onto a bike and going like you you walk
1078980	1080980	You walk for me
1081340	1085140	Make your feet do more for my feet
1085140	1086100	I
1086100	1088380	Came from the east side came to the convention center
1088380	1092620	Which I think is right across the street to get my badge and I ran a dispenser and so Spencer never right in the same
1092620	1095820	Line together. I go. Hey, I'm gonna go to this other bar and like farther west side of town
1095820	1098620	And I got this gal waiting outside in this petty cab
1099060	1105680	So we get in it and about two blocks later a guy pulls up alongside her in another petty cab and she goes like hey
1105680	1107680	Eric you want to do switches?
1108020	1109260	like
1109260	1114180	We just got into his that he took over especially like yeah, I'm pretty uncomfortable about that
1114180	1116660	He's like I did we did double the weight
1117060	1119760	Yeah, you know like it's not good. That was kind of man
1120020	1120520	Yeah
1120520	1123060	and I was that well someone else like like like we
1123220	1126460	Erin and I walked past a group of people that were coming out of a
1126820	1133460	Restaurant and like this this young lady who had had a few margaritas with lunch was like she just came out was like
1133460	1134820	petty cab
1134820	1136580	petty cab
1136580	1139260	Like she was just yelling it out that a guy came over
1142340	1148020	She just yelled it out like and then she started talking to him about his rates before she was just like is it still five
1148020	1150940	Dollars and he was like, well, it's five dollars of you a blah blah blah
1150940	1155360	She's like, okay and got out and I was like, I that's that's I don't want to be that
1155360	1161980	That was like the bellock to my Indiana. Like I didn't want I felt like I needed to confront that that's what character
1161980	1165700	That's why they call it a petty cab. I know that's the thing. It's also the word petty
1165700	1173500	It's like it really the Emperor's clothes are just down the toilet. I just want to see something cuz from up here
1174220	1178580	And I'm fine with this because I've been through worse up here
1178580	1183660	It sounds like absolutely no one in this room to hear us at all and no one's listening
1183660	1185660	Can you guys hear everyone's just talking?
1185660	1190300	Okay, so you can hear me fine. You're gonna be fine
1190300	1195020	I just what I might I have like weird OCD like I want to I want to verify that
1195020	1199120	I just want to like can you keep talking Jeff and just all right. I just want to go and back and
1199820	1204740	Dennis now I know what it's like to be at this show wandering amongst you like a lowland gorilla to me
1204740	1206740	It seems like it's like being at LAX
1207020	1211940	Okay, these guys are just hanging out talking. Yeah, just talking this guy's pointing at his phone
1211940	1213940	He's telling these guys you should look at my phone
1214540	1216540	You were drinking with me I
1216780	1218780	Was blacked out
1218900	1222100	No, you're trying to take advantage of my alcohol is over like you could just tell me that
1223020	1226780	What are you guys doing at South by Southwest? Are you premiering a film?
1227500	1229060	Yes, yes
1229060	1230980	Will you tell the people?
1230980	1232980	Have you all ever heard of Bitcoin?
1233500	1235500	Bitcoin y'all heard of Bitcoin
1236060	1241460	If you heard of Bitcoin, you know you right now you can't get an iOS wallet in the Bitcoin store
1241460	1243460	I mean in the iOS store, right?
1244260	1249940	Come talk to me. All right, and I can get you a Bitcoin wallet. What's right now?
1251620	1254040	What sort of weird hustle is going on over there? Hey
1255460	1260700	Hijack our show. Oh, oh shit. He's standing at all. I damn it. I don't know damn it
1260700	1264340	Let me if you want me come on stay get up here. Get up here most day. All right
1264700	1266700	I
1271940	1273940	Check this out. Okay
1273980	1277700	So it's nothing illegitimate. Okay, somebody call the police
1278460	1280460	Call the police
1280660	1284540	All right, I just smell great. I know it's not really good
1284540	1287660	I got a smell great when you when you go back to the crowd eventually
1287660	1290340	I want everyone to take a little whiff of this guy everybody smell me
