start	end	text
0	2000	Across the Beach
2000	4000	YEAH!
4000	6000	Oh my god
6000	8000	Oh yeah
8000	10000	Alright
10000	12000	Alright, thank you
14000	16000	Alright, yes, thank you
16000	18000	Thank you
18000	20000	From Hollywood, California
20000	22000	Nerdmelt Theater
22000	26000	Harmin Town is now in session
26000	28000	YEAH!
29000	31000	Yes, yes, exactly
31000	33000	Yes, yes
33000	37000	I am your Comptroller Jeff Bryan Davis
37000	39000	Yes, thank you
39000	40000	Thank you very much
40000	44000	And keep that going for the Mayor of Harmin Town
44000	49000	MC Mr. Dan Harmin
52000	54000	Yo, yo, yo
54000	56000	Give him a whack
56000	58000	Hip hop, hipity high
58000	62000	Hip hop, hip hop, hipity high
62000	64000	Hip, hip, hipity high
64000	69000	Hip hop, hip, hip hop
69000	73000	Hip hop, hope not hip hop
75000	77000	Hip hop
77000	82000	Hip hop, hip hop
83000	86000	I got problems motherfucker
87000	91000	Hip hop, it's gotten sad and lonely
92000	95000	I'm largely auto-trim driven
96000	98000	I got, I got sadness
99000	101000	I got hip hop sadness
102000	105000	Yeah, I got hip hop sadness
105000	108000	Why don't you call me on the phone
109000	111000	Why, why don't you love me
112000	114000	Why don't you pay me to fuck you
115000	117000	Why don't you worship me
117000	119000	Why are you trying to kill me
119000	121000	I got bigger problems than you motherfucker
122000	124000	I'm a sad hip hop man
126000	128000	Pay me to fuck you
130000	132000	Or I'll shoot you
132000	134000	Just kidding
134000	136000	I'll probably shoot myself
137000	139000	Or just so many drugs
142000	144000	I didn't want to rhyme it with shelf
145000	147000	But what's she gonna do
148000	150000	Yo, I got problems in work
151000	154000	I got problems in the middle
154000	156000	In the top of my dick
157000	160000	I got problems in all of them face
160000	163000	I got problems, I got lonely sad
164000	166000	Drug-addled problems
167000	169000	I don't believe in God no more
169000	171000	But if I did, I'd fuck him so hard
171000	173000	And go out the door
173000	175000	I'd fuck the devil too
175000	177000	I'll go rule in hell and say
177000	178000	How about you?
178000	180000	I'm gonna fuck the devil hard
180000	182000	Cause I'm so sad and lonely
182000	184000	I'm a hip hop sad
184000	186000	Modern hip hop lonely man
187000	189000	And I, I got my
190000	192000	I got my auto-tune to pay
192000	195000	If I could afford to be in a studio
196000	197000	Why?
197000	199000	Why is it a scam?
200000	202000	I didn't share near this
202000	204000	I don't want to sound old
204000	206000	But I didn't share near this
206000	208000	Why is everyone doing it?
208000	210000	It seems like the 80s
214000	217000	There's some cool things about the 80s
219000	220000	I don't want to shit on them
221000	223000	Cause the dropper brothers are here
223000	225000	And I think they like the 80s
226000	228000	I think they kinda like the 80s
229000	231000	But I don't like the ladies
232000	233000	Because they're just like a drug
233000	235000	The cops are firing my soul
235000	237000	I hang myself with my flow
238000	241000	My neck is broken and my soul is empty
241000	244000	I'm a modern hip hop guy, I'm sad
244000	246000	It's all no hip hop
246000	248000	But it's not any less violent
248000	250000	Who could have predicted this phenomenon?
250000	253000	It's weird and kind of admirable
253000	255000	But fuck you mom, it's so hard
255000	257000	She turned into a bull
257000	259000	It was ancient Greek in that regard
259000	262000	I'm gonna go across the river Styx
262000	265000	And cut myself with a shard of myself
272000	273000	I'm trying to
273000	275000	I don't want to be like one of those guys
275000	277000	That's like, oh I'm rapping
277000	279000	And then it's like
279000	281000	My name is something that I'm here to say
281000	283000	And then you're like, come on
283000	284000	The rap doesn't sound like that anymore
284000	286000	So I listen to more rap
286000	289000	And I was like, geez, these guys are so
289000	290000	They're so sad
290000	291000	Oh yeah
292000	293000	It's really
293000	294000	You really couldn't have predicted it
294000	295000	Cause it was sort of
295000	296000	Oh, oh, oh, is it
296000	297000	I'm still
297000	299000	They're so sad
303000	304000	Okay, so there's
304000	307000	There's the knob that's supposed to change key
307000	309000	I guess I wish I knew more about music
310000	311000	I don't think that one works
311000	312000	I think we need to send that back
312000	314000	But then there's a knob that says
314000	315000	Ginger
317000	319000	And it has two settings
325000	328000	Which we now know it shouldn't
328000	330000	It should be a continuum
331000	333000	But it's two settings or this
333000	335000	Which is 1999
336000	338000	Prince, the prince definition
340000	341000	And then this
341000	344000	Which is just, you know, the elephant
345000	347000	That's the parliament funkadelic voice
347000	348000	Yeah
348000	350000	We're going to a planet of music
350000	352000	Say, say atomic dog
352000	354000	I hope you bring some pussy
355000	356000	It ain't about that
356000	357000	It's about music
358000	359000	What are you, gay?
361000	362000	No, I'm a human being
362000	363000	Sounds gay
365000	366000	Then maybe all humans are gay
366000	368000	Maybe we like to fuck music
369000	371000	You can do it somewhere else
373000	374000	Cause I'm straight
375000	377000	Because it's 1983
377000	380000	And I'm not allowed to be gay
384000	386000	Resulting in quite a lot of
386000	389000	Fantastical costumes and hairstyles
390000	393000	Because when you put your thumb over a hose
393000	395000	It sprays everywhere
399000	401000	You're like, yeah
401000	403000	You're like the new Reggie Watts
403000	404000	What's that?
404000	406000	You're like the new Reggie Watts, I think
406000	408000	This is the new show
408000	409000	What does Reggie Watts do?
409000	411000	He's got a delay pedal, he's great
411000	412000	Oh no!
412000	414000	I was not the first person to think of
414000	415000	Using it comedically
415000	416000	Oh no
416000	417000	Oh, honey
418000	420000	Oh no
420000	422000	Well, alright, I'll pull the rip card
422000	424000	I have some ventriloquist dummies in the back
424000	427000	I've got one that's a terrorist
427000	428000	Oh, they're not
428000	430000	But he's not too bright
430000	431000	He blows himself up
431000	433000	I make fun of him
434000	438000	So I hear we have one guest here
438000	442000	Who wasn't here when we started the show
442000	443000	Oh, okay
443000	444000	Well, alright
444000	445000	Well, it's 9-11
