start	end	text
0	14440	I'm spending all my money and it's going up my nose.
14440	15440	You guys got the rhythm.
15440	19280	My daddy's got me out and he's tearing up my clothes.
19280	25400	Welcome once again to Knelt Down Comics in Hollywood, California.
25400	27240	Harman Town is now in session.
27240	34240	Please welcome to the stage the mayor of Harman Town, Dan Harman.
34240	45000	Alright, let's get this over with.
45000	52120	I've been Minecrafting for two days and I'm in the middle of a big skyscraper and I'm
52120	54240	trying to get my item ducts working.
54240	56240	I'll tell you about it later.
56240	57240	What are you talking about last night?
57240	58240	Chicken chuggers?
58240	60120	What was it?
60120	67320	Spencer was recommending, because in Minecraft the world is infinitely procedurally generated
67320	71640	as you go anywhere and everything that is created stays where it is.
71640	74400	However, things don't stay active.
74400	80240	Like if you're cooking something in a little grill and you walk too far away from it, it'll
80240	84400	just kind of stop cooking on the grill, but the grill will still be there and the thing
84400	89840	will still be on the grill unless you get, unless you build what's called a chunk loader
89840	93240	because everything's in chunks, the data is in all in chunks.
93240	96840	So Spencer was recommending I get a thing called chicken chunks.
96840	97840	Okay.
97840	98840	Alright.
98840	102920	This is the most ill-advised way to open a show.
102920	103920	Should I start playing this game?
103920	104920	Is it that good?
104920	105920	Oh god, it's the best.
105920	106920	Are you kidding?
106920	107920	Well, my applause.
107920	108920	Who plays this game here?
108920	114360	It's not even a game, it's like, it's like, it's like knitting, you know?
115360	120560	Remember when we both had pirated copies of Maya and we would just send a little things
120560	121560	back and forth?
121560	122560	Yeah.
122560	127400	You would make like a sphere with some nipples on it and then you'd email me the file and
127400	134360	then I'd open it up and I'd extrude the nipples and loft them into a nerve surface.
134360	137040	No, it's fun.
137040	138040	It's like a hobby.
138040	141600	It's not really a game because you're not like, there's no score and you're not trying
141600	142600	to kill anybody.
142600	143600	Right.
144360	145360	It's like playing Legos.
145360	148480	So the sense of achievement is from moment to moment.
148480	150000	Yeah, just making stuff.
150000	151000	Just go.
151000	154560	That's what, you get a multiplayer server and then you can go, you know, you sit there
154560	158280	by yourself most of the time forever, even if your friend's on there, but then sometimes
158280	164600	you maybe jet pack over to your friend's location and look at what they're making and, you know,
164600	166600	you know, just, okay.
166600	168440	Alright.
168440	169440	Maybe I'll take up knitting.
169440	172040	That'd be alright.
172040	173040	Make a hat?
173200	174200	That'd be great.
174200	175200	Alright.
175200	177760	I'm really sorry about the beginning of this episode.
177760	180080	I didn't mean for it to happen this way.
180080	186280	I got picked up for an Uber tonight and I don't know why I can't, I can't, I can't penetrate
186280	187280	the lift membrane.
187280	188280	I don't know why.
188280	191600	I've had nothing but good experiences with lift, but I keep going back to Uber like an
191600	199680	abusive, like an abused boyfriend, like Abe Lincoln crawling back to Mary Todd no matter
199680	203040	how hard she hits him.
203040	210720	Wasn't there some rumor about that?
210720	212240	She was so crazy she beat Abe?
212240	213240	Yeah.
213240	215560	What was there some rumor about that Abe Lincoln was a battered husband?
215560	216560	What?
216560	218800	I can't be just making that up.
218800	220680	I mean, I can be.
220680	223120	I wish you had that deep of imagination.
223120	224120	Yeah, exactly.
224120	225120	Me too.
225120	226120	Yeah.
226120	227120	I don't, I think I must, I feel like I heard that somewhere.
227120	228120	Okay.
228120	230400	So we'll find out tomorrow online.
230400	238520	So I got into the Uber and the new, new, new thing, the guy, I get into the Uber and the
238520	244880	guy has a paper and pencil, a piece of typing paper and a pencil.
244880	251040	And he says in the Uber app, as you know, you type in, you know, your address where
251040	252040	you want to get picked up.
252040	254080	And then you type, now you can type in your destination.
254080	258800	So you would think a little less talking, maybe a little less maintenance.
258800	264200	I get into the car and the guy says, where are you going?
264200	265200	And this happens a lot.
265200	269560	And I just, I don't want to sound like an asshole, but I just, I just went like, isn't
269560	270560	it on the thing?
270560	271800	Like, look at the thing.
271800	272800	Cause I can see it.
272800	273800	It's on the armrest.
273800	279280	There's like a map on his phone, a blinking, like, like, like a hologram of me saying,
279280	281720	but this is where you drive me.
281720	283080	But he's got the pen and paper out.
283080	287320	And he had, and he pulled, and then he goes like, what, what's, what street?
287320	289600	And I said, wait, look on the thing.
289600	291120	It's, it's on, it's on sunset.
291120	292120	He's like, well, what street?
292120	293120	He was Dan.
293120	294120	Was this guy Asian?
294120	295120	No.
295120	296120	I'm joking.
296120	297120	I'm joking.
297120	298560	I'm joking.
298560	301680	I just realized I, he was talking about my street.
301680	304000	He was talking about the street I live on.
304000	307960	And he wanted to know how to spell it because he wanted to write it down on a piece of typing
307960	315320	paper with a pencil to murder his leg, like a, like a weird, like emotionally challenged
315320	320680	a junior in high school, like who was trying to get his homework done on the bus.
320680	326680	He's just like writing, scribbling, scrawling my, the name of my street, Dan, was it, is
326680	328840	it keeping a cooked book or something?
328840	330240	Yeah, it doesn't matter.
330240	332000	Now I, now I told you what street I live on.
332000	335640	So it's all I paused in the middle of that.
335640	337040	It's a long street.
337040	341480	So it's a, it's a, it's at least six houses long.
341480	346920	You'll never find the gate with H on it.
346920	349440	Just look for the Uber car out front.
349440	355080	Just look for the line of Uber cars, man, the lift lift is way more fun.
355080	357400	It's faster and easier for my entertainment dollar.
357400	358400	Well now it doesn't matter.
358400	363440	I'm going to be murdered on by Monday, like three people who will only be doing things
363440	364440	with the best intentions.
364440	366680	So you took it, you took a couple of lifts though, right?
366680	368480	Or just one?
368480	371400	I took two lifts and I had a good time in both.
371400	372400	Yeah.
372400	373400	Yeah.
373400	375800	I mean, I just, I know it's the front seat thing.
375800	376800	You don't have to sit in the front.
376800	377800	I know.
377800	378800	But that's, then you're weird.
378800	380440	In a lift, you get in the backseat and you're weird.
380440	382680	I accidentally sat in the back.
382680	387120	Sometimes I sat in the front of an Uber, nobody, nobody seems to care.
387120	388120	Uber's just a bummer.
388120	389120	I don't know.
389120	392320	Like that's fucking, it's slow and funky and I don't like it.
392320	393320	Hygiene corner.
393320	401280	Hygiene corner, going to find a good song for it because it's Hygiene Corner.
401280	407040	It's a lot like sports corner.
407040	418440	It's when you clean yourself, yo, yo, Hygiene Corner, calling all scientists, please.
418440	421240	The planet only has so much time left.
421240	425400	We're all dying.
425400	428560	We're not going to make it to the moon.
428560	431520	The globals are warming.
431520	434840	The tides are rising.
434840	438640	AIDS is airborne.
438640	442400	By the time you hear this recording, maybe it will be.
