start	end	text
0	23720	Hello Meltdown, how are you tonight?
23720	25840	Just as I expected.
25840	26840	Guess what?
26840	32400	This town is in session, but not just any Harman Town, this is our 50th episode rather
32400	35640	of Harman Town.
35640	42360	Wow, it seems like only yesterday for the very first time I announced the mayor of Harman
42360	43360	Town.
43360	52480	Welcome to the stage for the 50th time, Stan Harman!
52480	66480	You're a comptroller, Jeff Jamis, wow.
66480	67480	Hello.
67480	75240	49, 49 times before now, I never thank you enough.
75240	76320	Thank you.
76320	79480	You thank me simply by being my friend, Dan, that's all I need from you.
79480	80960	That's good, that's good to know.
80960	84280	All right, ma'am, would you please have a seat?
84280	88440	This is my girlfriend, always late.
88440	91760	How many episodes in was she your girlfriend, do you think?
91760	93280	I have a terrible memory.
93280	94600	Not for all 50 for sure.
94600	95600	No way, right?
95600	96600	Yeah.
96600	103520	Oh, so it's not 50 Harman Town, just 50 podcast episodes, because yeah, we've been doing this
103520	106440	for 17 years.
106440	107440	Yeah.
107440	108840	There was a whole phantom zone.
108880	115000	We still have all these things we keep threatening to release archives of the old recordings before
115000	116720	we even thought this would be a podcast.
116720	118520	Yeah, but we'd sound all young.
118520	119520	Yeah.
119520	123200	And we'd be talking about Beetlejuice.
123200	125360	We still talk about Beetlejuice.
125360	129400	Back then we were talking about it because it was just about to come out though.
129400	130400	We got a lot of stuff to do.
130400	131400	I'm sorry.
131400	135720	Hey, oh, here's item number one on the docket, I'm assuming, I wouldn't ask this for any other
135720	136720	audience.
137720	144240	I feel like if there's a hundred people here, the answer might be, there's a 2% chance of
144240	145240	being yes.
145240	146240	Does anyone have a five hour energy?
146240	147240	No.
147240	148240	Okay.
148240	149240	All right.
149240	151240	Does anyone have a 20-sided die?
151240	152240	Yes.
152240	153240	Okay, see?
153240	154240	All right.
154240	155240	It's still my crowd.
155240	156240	It's still my crowd.
156240	160880	Yeah, I'm feeling a little sluggish, but I'm going to force a manic behavior.
160880	163880	I listen to the episodes, Jeff, I like the ones where I'm manic.
163880	165360	I don't like the depressive ones.
165600	168120	Well, why don't we send somebody off to the liquor store down the road?
168120	170560	Because then they'll miss the show and they come here and they want to see me.
170560	172480	But that portion of the show is going to be shitty.
172480	173480	The depressive portion.
173480	174480	Yeah.
174480	175480	That's an off-brand.
175480	176480	Wow.
176480	177480	Wait, come up here, Sherry.
177480	178480	Come up here.
178480	187080	A gentleman just came on stage, handed Dan what he referred to as an off-brand five hour
187080	188080	energy.
188080	189080	Yeah.
189080	191120	Is that why you didn't say yes when I asked for a five hour energy?
191120	194600	I wasn't sure if I had it in my bag because I just flew and I wasn't sure if I had it
194840	195840	in there.
195840	196840	What's your name, sir?
196840	197840	I'm Chris Dunford.
197840	198840	Chris Dunford.
198840	199840	All right.
199840	200840	Fake name.
200840	202840	Totally my real name.
202840	215960	Just in town to do some raping and using my ID from Denmark and it says Grape Kirkland
215960	216960	Energy Shot.
216960	220240	Should we do a commercial for it?
220240	221240	Thank you so much.
221240	222240	Okay.
222240	223600	Kirkland Energy Shot.
223600	229320	The number one energy drink of an anonymous rapist.
229320	230320	That's a fact.
230320	234480	I'm Alec Baldwin for, what's it called?
234480	235480	Grape Kirkland?
235480	236480	Yeah.
236480	240480	Grape Kirkland Energy Shot.
240480	241480	For real?
241480	242480	Yeah.
242480	244520	So, Dan's trying it.
244520	246480	Does it taste just as shit as five hour energy?
246480	247480	Yeah.
247480	248480	It tastes better.
248480	249480	That means it's probably working less.
249480	250480	All right.
251200	252200	It tastes good.
252200	253200	Yeah.
253200	256040	This will only last, well, at this point, 20 minutes and then I'll drop dead.
256040	258360	I keep compiling these.
258360	261960	I've adopted these in place of Adderall, Street Adderall.
261960	265120	And what was your name again, Barry Dunford?
265120	266480	Chris Dunford.
266480	267480	Chris Dunford.
267480	269200	And where do you hail from, Chris?
269200	271160	I'm from Boston area.
271160	272160	Yeah?
272160	273160	Yeah.
273160	276320	And what brings you to Harman Town?
276320	279520	Well, it's my grandma's 80th birthday this week.
279520	280520	It all sounds so fake.
280520	281520	It sounds so fake.
281520	284920	Not a trace of a Boston accent.
284920	286600	Chris Dunford from Boston.
286600	288600	It's my grandma's 80th birthday.
288600	291600	I enjoy potatoes and skateboarding.
291600	296240	I swear to God, I'm not working for area 51.
296240	298280	I can neither confirm or deny that.
298280	300960	So, your grandmother passed away in Los Angeles?
300960	304000	No, she's 80 years old.
304000	305520	She did the opposite of passed away.
305520	306520	Oh, sorry.
306520	307520	She's still going.
307520	308520	She lived for 80 years.
308520	309520	Unless things have changed.
309520	310520	No.
310520	311520	Guys, I've been watching a lot of Columbo.
311520	313520	I was trying to catch him in a lie.
313520	314520	One more thing.
314520	315520	What's your grandma's funeral?
315520	316520	I'm sorry.
316520	317520	Oh, Tuesday?
317520	318520	Oh!
318520	319520	I don't know why you said...
319520	320520	You know what?
320520	321520	Chris, one thing bothers me.
321520	325080	If she's 80, why are you burying her?
325080	327920	No, I'm not passing it.
327920	331880	Although one thing alarms me, I think I drank one of these three hours ago.
331880	332880	For real?
332880	333880	Let's see what happens.
333880	334880	But a different brand.
334880	335880	Different brands.
335880	336880	It's okay.
336880	337880	Oh, yeah, yeah, yeah.
338240	346360	So, Chris, you're visiting from Boston to see your still alive 80-year-old grandmother.
346360	347360	That is correct, yes.
347360	349680	That you plan on murdering soon.
349680	350680	Only for the parents.
350680	353240	Right now, is she being killed by Ray Meland?
353240	355440	And this is to establish your alibi?
355440	357560	This is all about alibi establishment, isn't it?
357560	359160	That would have been a really good idea, actually.
359160	360480	But no, I don't believe so.
360480	361960	I've been watching too much Columbo, you guys.
361960	362960	What was the movie I just saw?
362960	363960	It was a Kevin Costner movie.
363960	364960	Mr. Collins?
364960	365960	What was the...
365960	366960	Mr. Brooks?
367040	370880	What if the way he looked right now was all in elaborate disguise?
370880	375200	Underneath that, he's Seth Rogen, and he's gonna...
375200	381040	Kevin Costner, at one point, to get his daughter out of a murder charge, he boards a plane,
381040	385360	puts on a fake goatee, and has kind of a long mullet wig and a denim jacket, goes and hatchet
385360	387360	murders someone, comes back.
387360	388360	Spoilers.
388360	389360	Yeah, I was about to say it.
389360	390360	Spoiler alert on that one.
390360	392120	Hey, here's another general spoiler.
392120	396240	If Kevin Costner's in it, oh, boy.
396240	397240	Careful.
397240	398240	Bull Durham, man.
398240	399240	Bull Durham's a goodie.
399240	400240	Bull Durham was a goodie.
400240	401240	Tin cup.
401240	402240	Tin cup and we're...
402240	403240	Tin cup is a goodie.
403240	404240	I finally saw it.
404240	405240	I finally saw it.
405240	407280	We had a little Kevin Costner marathon.
407280	411120	It's a golf movie with Kevin Costner and Rene Russo.
411120	413320	There's no way you're gonna like that movie.
413320	414320	That's got everything going on.
414320	415320	There's no way you're gonna watch it.
415320	416320	No, no, it's not.
416320	417400	But here's the thing.
417400	418400	It's profound.
418400	421120	Don Johnson is an awesome bad guy in it.
421120	424640	Don Johnson's agents in the audience?
424640	427720	That's the third time he said that tonight.
427720	431560	He just finished saying it at a pizzeria down the street.
431560	432720	Here's your pepperoni.
432720	434280	You forgot about Don Johnson.
434280	436040	Hey, look.
436040	438400	I'm not paid to remember him.
438400	443920	I think that stuff kicked in pretty quick.
443920	446680	It's a profound sports movie.
446680	450240	It's not a good movie in the strictest sense.
450240	451880	Well, it's Kevin Costner movie.
451960	453280	I love the position you've been putting in.
453280	457920	You're sitting here nodding about tin cup.
457920	461200	I just love the homogeneity of the people we bring on stage.
461200	462640	Any one of you could be Harmon.
462640	466640	Chris, how was your trip to Los Angeles?
466640	468120	Was it wicked retarded?
471880	474720	Hold my wicked hand.
474720	476160	Don't be retarded.
476160	477600	Come in.
477600	479640	My grandma's actually not from Boston.
479640	480640	Oh, OK.
480880	483800	I was born in LA, but.
483800	485040	All right, well, OK.
485040	487560	Throw me under the bus.
487560	489320	Tin cup's fucking good, Chris.
489320	489680	Chris?
489680	490280	Is it Chris?
490280	490560	Carl?
490560	490960	It's Chris.
490960	492640	Chris is in the back of the nose.
492640	494040	It's good.
494040	496720	It's a philosophically profound sports movie.
499880	503000	It comes down to going for it or laying up.
503000	505920	I really identified with the Kevin Costner character.
505920	507440	He loves going for it.
507440	508440	He's self-destructive.
508440	510280	He's impulsive.
510880	512040	I can't spoil the movie.
512040	513040	You have to watch the whole thing.
513040	515240	But right when it comes down to that last moment when he's
515240	516640	in the US Open, that's not the plan.
516640	518520	Don't spoil it, for real.
518520	520560	I defy you, if you've never seen that movie,
520560	522800	to write the end of that movie better than they write the end
522800	523080	of that movie.
523080	524480	I defy you to write a sports movie
524480	527160	and try to get your way around the idea
527160	528880	that in the third act of a sports movie,
528880	532000	either the people that you love have to win or lose.
532000	534160	And if they lose, it's a fucking bad movie
534160	535440	because you love them.
535440	536440	So why would they lose?
536440	538680	Or they have to win, in which case it's a shitty movie
538680	541160	because you knew they were going to win.
541160	543440	There's only a couple movies that get around that.
543440	548280	And obviously Teen Wolf has won, but.
