start	end	text
0	18280	From Hollywood, California, at the secret confines of Meltdown Comics back room, Harmon
18280	37840	Meltdown is now in session, let's figure out our game master, Mr. Spencer Kenton, and
37840	54000	this is the condition, our mayor, Mr. Kenton, Harmon.
54000	56120	Spencer, why don't you talk to Jeff for a second?
56120	58600	Hey Jeff, is that your musical choice?
58600	59600	That was really good.
59600	62240	Damn it, god damn it!
62240	65760	Stop the show!
65760	75040	You drop the chicken tongues, you drop the chicken tongues, Spencer, right now, while
75040	79920	Dan tries to make himself a drink, right now, what geopolitically is bothering you the
79920	81920	most right now?
81920	83440	Geopolitically?
83440	89000	What in the world is bothering Spencer right now?
89000	92200	The gang violence in Mexico.
92200	93200	For real?
93200	95200	Yeah, it's not a joke.
95200	102080	It would be if you had told us in advance that we could prepare the appropriate theme
102080	107680	music.
107680	112560	Violence in Mexico, yeah.
112560	114800	Get us up to date with what's going on in Mexico right now.
114800	119200	I think it's mostly still just the same stuff, you know, like the gangs are just fucking
119200	121680	shooting everyone all the time.
121680	127920	It's just shootouts in the streets, I mean, it's just violence, non-stop, drug wars, war
127920	133600	on drugs, war on crime, you know, our war on drugs isn't helping, I'll tell you that
133600	134600	right now.
134600	140880	I don't think stopping the war on drugs would solve the problem though, I'll be honest.
140880	145600	I've always said, why not a war on spiders?
145600	151440	Drugs don't dangle down on string and go into your mouth while you're sleeping.
151680	156160	They don't lay a million eggs and crawl around with them on their body and then scatter.
156160	160720	They don't have tiny green reflections in their eyes that you can see if you shine a
160720	161720	flashlight.
161720	162720	Yeah.
162720	164920	I bet I read it a lot this weekend.
164920	170320	Because I was supposed to write and I finished the script but not until I had gone down all
170320	171320	these.
171320	179720	The things that I'll do to keep from writing are like so, like I would, like in my third
179720	187240	hour of like investigating, going down the rabbit hole of Sandy Hook conspiracy theories.
187240	194840	I was like, you'd rather, you just, you're surrounded by dead children, like in your
194840	198360	mind rather than working.
198360	202960	And you're like, what's the leading conspiracy theory on Sandy Hook?
202960	208840	These people are, I'm sorry, gang, but you're bad people, like I don't know why I'm apologizing
208840	209840	to them.
209840	211760	I guess because like, but I mean, here's the thing.
211760	217080	Some people love their guns so much that you're like 20 kids for your gun and they're like,
217080	219000	they're like, well, that's a lot of kids.
219000	221760	Too bad that hasn't happened.
221760	222760	You know?
222760	223760	And so you're like, no, it just happened.
223760	226520	And they're like, show me a picture.
226520	230480	Show me a picture of the 20 kids and we're like, that's gross.
230480	234360	And they're like, no gun, like conspiracy.
234360	236360	They think the conspiracy is that it didn't really happen.
236360	237360	They think it didn't happen.
237360	242240	Or that it was perpetrated by, because the conspiracy theories have the luxury of going
242240	243240	from the end result.
243240	249480	So anything is like, anything that would service ultimately, for instance, an anti-gun agenda,
249480	252520	then you can just write backwards your conspiracy.
252520	254520	You can rube Goldberg too.
254520	258320	And you don't even need to do that because you can just go, hi, how come this woman's
258320	259400	name is Cheerio?
259400	264440	But when you look at the Cheerio's box, it says no trans fat.
264440	266640	But then look at what this guy in CNN is saying.
266640	273240	There's a fine line between conspiracy theory, passion, and just absolute schizophrenia.
273240	276400	Just noticing connections, connecting dots.
276400	278480	Do you have a conspiracy that you adhere to?
278480	282320	Is there a thing that you think that there might be a conspiracy on?
282320	283320	I do.
283320	290840	Because I haven't researched it, I am quite fond of the idea that, who's the original?
290840	294080	That the Honeycomb Hideout was actually a terrorist cell?
294080	301600	William Randolph Hearst and the DuPont Company, the reason pot was vilified was because hemp
301600	306360	would have made paper cheaper and didn't need to be chemically treated by DuPont the right
306360	307360	way and all that stuff.
307360	310560	I like the pot stuff.
310560	313360	I believe that stuff.
313360	317120	The real conspiracy is that you can track all drug legislation in the United States
317120	321360	to like, there was this crazy depressing documentary about it.
