start	end	text
0	25200	From Chicago.
25200	29200	My hometown.
29200	35200	The home of the greatest football team in the world.
35200	40200	The Chicago Fuckheads.
40200	45200	Look, you know, you got cocky, you know.
45200	49200	I would have said something nice if you didn't, but you know, you were fooling yourselves.
49200	52200	So fuck you.
52200	64200	It's Herman Jones!
64200	68200	I am the ugly Jeff Davis.
68200	75200	And now, for your listening pleasure, Daniel...
105200	120200	The gayest nerd ever.
120200	122200	Hi.
122200	126200	So did you notice something special about the show's format tonight?
126200	128200	Yeah, we got a fucking real organist.
128200	133200	Yeah!
133200	135200	So, this guy...
135200	138200	No, you've been here for years, right?
138200	140200	Like, how many years?
140200	142200	Ninety-two.
142200	145200	And what's the name again? Sorry, it's Dennis Scott.
145200	147200	I knew it sounded like a fake name.
147200	153200	Dennis Scott, previously a real name, wanted in three states,
153200	159200	but now creating a new life as of 92, as an organist in a theater.
159200	163200	Dennis Scott.
163200	166200	No such lineage, ever.
166200	171200	Pick a first name and then give us a last name, for God's sake.
171200	178200	Dennis Scott, yeah, he's an icon here at this 1929...
178200	181200	This theater.
181200	183200	I used to come here and watch movies.
183200	187200	I came here, I invited a bunch of friends over one Christmas Eve.
187200	191200	It was December 23rd, and I invited all my friends to come and watch
191200	193200	It's a Wonderful Life here.
193200	197200	And no one came.
197200	202200	And it was me looking at the screen,
202200	205200	and at the end when it said,
205200	214200	No man is a failure who has friends.
214200	220200	The first night of my life.
220200	225200	Dennis Scott's shift usually ends an hour ago.
225200	228200	I kicked some money in.
228200	231200	I thought it would be fun to have him here for a Harman Town show.
231200	234200	It is? Yeah!
234200	239200	So for instance, if we were to say,
239200	245200	Oh, it's time for Adino to tell us about the craziest sexual thing he's ever done.
245200	247200	Do do do.
247200	248200	Do do do do.
248200	250200	My mom's in the audience.
250200	252200	My mom's in...
252200	254200	Oh, that's true. Yeah, sorry.
254200	257200	I do have a couple rules because my mom's in the audience.
257200	258200	Oh, okay.
258200	260200	I have a few things.
260200	264200	It's time for Adino's rules segment.
264200	268200	Yeah.
268200	271200	The saddest segment ever.
271200	275200	So there's a few things that we can't say on this show.
275200	278200	First thing, cunt.
278200	280200	Can't say cunt.
280200	281200	Just in general?
281200	284200	Don't say cunt at all.
284200	287200	We can't say your mom's a cunt.
287200	292200	I don't know about that.
292200	293200	Mostly cunt.
293200	296200	I mean, there's certain variables involved.
297200	306200	She probably doesn't like cuntiness or cunt load or cunt organ.
306200	314200	We were at dinner at a fine Greek restaurant today.
314200	322200	I went and joined Dino and his family, including his mother, who is wonderful.
322200	323200	80 years old.
324200	327200	81. She'll make you remember.
327200	329200	You wouldn't know it from talking to her.
329200	335200	She's got all the pluck of Christian Slater from Heathers.
335200	339200	That's what I actually picture when I'm talking to her.
339200	342200	Guess the one person who doesn't understand that joke here.
342200	344200	Exactly. I love it.
344200	348200	But she loves me and I love her.
348200	350200	You call her mamatopolis.
350200	352200	I call her mamatopolis.
352200	354200	Because I can never remember her first name.
354200	356200	Tula. Tula.
358200	361200	Oh, he doesn't give a shit about her first name.
361200	366200	But tonight Dino's like a thousand years old.
366200	369200	I'm turning 50 this year.
369200	371200	It's the new 30.
371200	373200	It's the new sexy.
373200	378200	Tonight, tonight, for the first time in his 50-year life,
378200	381200	sitting next to his mom at a Greek restaurant in Chicago...
381200	383200	She screamed this.
383200	387200	Dino was razzing his mom, as he often does.
387200	389200	Oh, mom, you're a piece of shit.
389200	391200	You're whatever.
391200	393200	Oh, mom.
393200	396200	And tonight, for the first time ever...
396200	398200	Ever. I swear to God.
398200	402200	Your mom spun toward you and pointed a finger at you and said,
402200	404200	You were a mistake.
412200	414200	Which is amazing.
414200	419200	The thing that was amazing to me is that it took her that long to tell you that.
419200	423200	Because my mom told me that as soon as I learned the words,
423200	426200	You were and mistake.
426200	429200	No, she was winding up for the big one.
