start	end	text
0	13680	Hello from Meltdown Comics, from the Nerd Milk Theater in Hollywood, California.
13680	15920	Parment Town is now in session.
15920	20880	Welcome to the stage, the mayor of Parment Town.
20880	21880	Dan Harmon!
21880	34920	Happy Thanksgiving, thank you for making the drive and the treacherous traffic.
34920	37800	Good for you, good for you folks.
37800	40440	So there was some kind of parade or something in L.A., right?
40440	41440	Uh, something...
41440	43040	Was it the Christmas parade?
43040	44040	Yes.
44040	45040	Yeah.
45040	46040	Really?
46040	47040	That's a big parade.
47040	49040	It's a bummer though, have you been to it?
49040	50960	Uh, no, no.
50960	51960	It's not a good parade.
51960	52960	I assume it's...
52960	55960	No parade is a good parade.
55960	59200	Now, anyway, I saw the Macy's Day one on TV.
59200	63760	Yeah, Ronald McDonald was just scraping his belly along the...
63760	64760	Broadway.
64760	69200	I don't know if there was a golden age of the Macy's Day parade when it was like, oh,
69200	73800	each float is a cultural masterpiece or something, and it just happens in Hong Kong, Phooey's
73800	79520	in there too, but I think it was probably always a commercial jerk-off, like, it was
79520	84280	probably all, you know, it's probably all pretty capitalistic in nature, but boy, how
84280	85280	would he...
85280	89000	With the floats and then they just stop, and this is like this weird, silent boulevard
89000	94800	and some kid in a snow jacket does a breakdance, and the announcers are just going like, there's
94800	99360	the buttermilk cracker float, buttermilk crackers, that's Santa's workshop, the crackers
99360	104840	go down the chimney, and out to all the boys and girls, and there's Alonzo Mosley.
104840	108920	The star of...
108920	117480	The character from Midnight Run that Yapit Kodo played, in point of fact, is who I just
117480	118480	named.
118480	120360	That's where my brain...
120360	122360	Were he and Hong Kong Phooey in the same parade?
122360	126360	Do you want to tell people who Hong Kong Phooey is in case they don't know?
126360	128440	Hey, look, I didn't even know who the hell he was.
128440	132000	I only ever knew who Hong Kong Phooey was from the Macy's parade.
132000	136320	It would be the, you know, it was that hold-on float.
136320	141360	I don't know if there was still a Hong Kong Phooey, but there was a Pokemon, or a Pikachu,
141360	147680	and the last thing, because it was playing in the hotel in Florida, and the last thing
147680	150480	on the feed in Florida was Santa Claus.
150480	155720	I guess that's how they end, a guy goes, and as always, the end of all the Thanksgiving
155720	161840	parades, there's Santa Claus, boy, it's great to see him, and as all the kids get on top
161840	171240	of the parents' straining commercial, that was really funny, this kid that you just left
171240	176960	with the image of kids on top of parents' straining, anyways, whatever, it was close.
176960	178480	Normally, it's the other way around.
178480	185200	Yeah, usually the parents strain on top of the kids, yeah.
185200	190000	It was funny.
190000	199720	In Purvland, yeah, is that Lorraine Newman's husband?
199720	209600	He's like a weird version of Commander Pike from Star Trek, he's got only a couple buttons
209600	219200	on his, all right, I see the writing on the wall, I'm not the most facile tonight, that's
219200	221440	why we should bring up our amazing friends.
221440	224320	I'm under the weather right now, so I'm in another world.
224320	229520	Let's put the onus on the bonus.
229520	234600	Let's showbiz talk for, let's hinge the show on our special guests.
234600	237480	Let's put the onus on the bonus.
237480	242000	It's an old showbiz term.
242000	244360	Let's put the onus on the bonus.
244360	246160	Don't tell me you've never heard that phrase.
246160	252120	I know what the onus is, it's on the bonus, but they don't know who the bonus is.
252120	257160	Well, I tweeted what the bonus was and he did make it.
257160	265120	Please welcome my impish, quixotic, energetic, incredible, genius, intimidating, delightful
265120	272120	friend Mitch Hurwitz to the stage.
272120	285920	Have any seat you like, do whatever you like with them, okay, go ahead, sit off there,
285920	294400	it doesn't matter, yeah, Mitch Hurwitz, all right, there's a mic in there.
294400	297440	That was the thing that your anus was on.
297440	298440	Dan.
298440	307120	First of all, I can tell you, you have never seen an artist prepare the way Dan does backstage.
307120	309120	Can I lift the veil a little bit?
309120	310120	Sure, sure.
310120	314680	He gets here at like four in the afternoon and it's calisthenics and then newspaper
314680	320120	after newspaper, it's unbelievable to see your process.
320120	322480	Yeah, I look for funny ads.
322480	327960	And then the grooming, I mean the grooming, which I'd heard about, you had only heard
327960	328960	about.
328960	333480	Dan wakes up, actually he doesn't wake up, he wakes up at 6 a.m. as you know and gets
333480	338480	straight to work and starts writing community by 7 at Paramount, but at 4.30 while he's
338480	343400	still asleep, a team of Korean women come in and groom him in his sleep.
343400	345160	That's why every year is always...
345160	346160	And punch up.
346160	347160	Yep.
347200	353040	But I really admire, I make this joke as a statement of admiration because your process
353040	354360	is so effortless.
354360	355360	It just comes out of you.
355360	357880	Honestly, my process is really tortured.
357880	359600	Do you want to see me try to think of a joke?
359600	360600	Yeah, yeah, yeah.
360600	362600	Tell me when I want to go to the caterpillar.
362600	363880	Oh, okay.
365880	366880	See what I mean?
366880	369160	It's just not...
369160	370960	It's not like your... it's too much.
370960	372200	Dan, show him your process.
372200	373200	It doesn't podcast.
373200	375200	Hey, guy walks in a bar, rape.
378160	380160	See, I don't...
380160	381160	Yeah.
382160	383160	Make sure everybody...
383160	385160	Thanks for coming, Mitch.
386160	387160	Whatever comes out of my mouth.
387160	388160	Your band is amazing too.
388160	389160	They're so cute.
392160	395160	The band is good.
