start	end	text
0	8040	Hello, gang! For the Dennis E. typewriter downtown, MacArthur Park, Los Angeles, Harman
8040	18080	Town is now in session. On a rare rainy day in L.A., I love it. When it's gray in L.A.,
18080	22760	I like it that way. Let's bring out the Game Master extraordinaire, Spencer Crittenden.
22760	40160	We have a fog machine. Oh, do we? Yeah, I now have tuberculosis. Speaking of which,
40160	44600	let's bring out the mayor of Harman Town. You know him. You might like him. You might meet
44640	57040	him. His name is Dan Harman. Thank you. Very polite of you. All right. It's quite
57040	63480	smokey out here, right? Oh, yeah. Smoking. Smoking it up. Smoke machine getting rough.
63480	71280	Wrapping to the beat that's there. Wrapping without a care. Genuine apathy is what I feel.
71280	81960	Wrapping. Okay. First order of business. Let's do apologies and then corrections. Sorry for last
81960	87840	week. My part of it. Not anybody else's. What do you mean? I was blackout drunk,
87840	94760	so I had to listen. It's a fitting punishment when I'm like, look, we got together. We did
94760	99840	some ad reads at like 2.30 p.m. that day. And I knew what I was doing. I talked to my therapist
99960	104000	all about it. I'm like, you know, it's like, well, we got everything else squared away. Now that
104000	108600	you're almost a perfect person, you know, starting to talk about the drinking and talking about the
108600	113440	drinking means just that, you know, just doesn't have to be a movie of the week or demonized or
113440	120200	binary decisions or anything. Let's talk about your relationship with it. I was very personally
120200	127600	embarrassed by my own definitions last week. I couldn't put a thought together. I trampled all
127600	133240	over the Rose Garden of a new engagement by trying to say something about it that just came
133240	140200	out as me going, what if I was a slave? I don't even know what I was trying to say. It's a fitting
140200	145360	punishment that I have to listen to the episodes where I don't remember them. It's like nose and
145360	152800	shit kind of like listen to what you said. I mean, yeah, airlines are criminal organizations. There,
152800	160080	I said it. It doesn't need to be 70 minutes. I don't know why I think no one agrees with me,
160080	166080	but apparently it's just like there's a certain like line of alcohol where I just don't know
166080	173600	anyone has heard me and that I've said the thing. It's a, it's like just, I'm already normally when
173600	179400	I'm sober or a little tipsy, like I'm naturally stammery and babbly and embarrassing and
179400	187440	confessional and awkward, but I think there's a, there's a deal is broken when I come out so
187440	195320	incoherent that I may as well be like anybody. There's times though Dan, like I've known you
195320	207120	for a thousand years, that you're- Let me get a drink while you're talking. Okay. There's times when,
207280	214480	like when you're really drunk, like when I get really drunk, I cannot talk. You can talk drunk
214480	222560	and sometimes when you're saying things drunk, drunkenly to adverbize that, you still are kind
222560	228480	of making sense. And I wonder, am I just being dumb right now? Are you making a profound thought
229360	234240	or are you just- No, I probably make no sense. Yeah. And you're probably drunk too when I'm
234240	238000	drunk because we're probably drinking together because like why else would you and I be so shit
238000	244080	faced? The answer is each other. Bad for each other. We're like the opposite of a mongoose and
244080	248560	a cobra. And no, I don't mean a cobra and a mongoose. I mean- See, you're drunk. I have no
248560	255760	idea what you're talking about right now. I mean the opposite of the relationship. What does happen
255760	260880	is your metaphors get mixed into a jambalaya- Yeah, that only happens when he's drunk.
261520	265200	I want to be clear on this. Your metaphors are great. No, this is a very pithy observation. You
265200	270720	can't just invert the cobra-mongoose relationship. You end up with the exact same thing. Right.
271920	277200	You're just going to turn one person into the mongoose. I still hate each other. Yeah, exactly.
277200	282880	How drunk are you right now? Like one to a hundred? Sober as a non-Supreme Court justice. You know,
283440	288800	when in- Sober as a Kavanaugh. See, so sober that I'm doing boring
289520	294400	semi-topical, non-applicable humor. Like, oh, he's famous for beer, right?
296640	301600	Madonna's a whore and Kevorky and kills people. Yeah, I'm sober. Oh, yeah.
303600	307040	I remember Dr. Kevorky. There is a saying when people say I'm sober as a judge,
307040	309760	and I don't know if that's meant to be- That's what I meant. I was-
309760	313200	Ironic or, yeah. Yeah. I was going to say sober as a judge, and then I was like,
315040	323280	fun thing to do. It's dumb. Like, I'm not saying I'm funny when I'm sober or interesting or
323280	330080	entertaining. I'm just saying for me, it's like $5, $10, whatever you pay to listen to me talk for
330080	338800	a little while. Like, my definition of malpractice is I don't understand what you're even trying to
338800	348000	say. Like, you're just figure aiding in nonsense. Even Jeff Bridges figured out what he meant
349360	353520	at the Golden Globes. Like, he eventually- Somebody asked me recently, like,
353520	358880	what is Harbontown? Is it improv? I would just define it more as drunken malfeasance.
361360	365600	Yeah. I mean, it's self-destruction, I think, you know, like a little confession,
365600	372240	a little transparency at the risk of, you know, a little- It's like a rich man's NASCAR.
375360	378240	Technically, supposedly you don't want to see me burned to death, but
379680	382080	let's face it, what do you like watching me go in circles?
385120	391760	Yeah. Rich man's NASCAR. Okay, so that's my apology.
391760	398800	Yeah. And I don't mean I owe you an apology. I owe anybody- Well, I owe you an apology.
398800	404000	If you guys came here last week, I think if you come out, you come out in the rain or shine or
404000	409360	whatever, you leave your apartment, you're risking your life for me. It's Logan's run out there. No,
409360	413920	wait, Logan's run is totally peaceful society. You just have to voluntarily die at 30.
413920	414960	Zardoz out there.
414960	415920	Zardoz out there.
415920	423280	It's 70%. Tomorrow is a 70% chance of Zardoz.
423280	427360	It's Rollerball out there, and you're not a professional rollerballer.
427360	431200	You're one of the audience whose lives we don't really get to see. One day they will come out with
431200	435920	a sequel to Rollerball that's like a Rosencrancy, Guildenstern-y look at what it's like to be a
435920	441520	rollerball fan. Nobody knows what you're fucking talking about. I don't know about Rollerball.
441520	443680	And yet, sober as a senator.
445680	446800	Sober as a Kavanaugh.
446800	454800	Okay. Those are the apologies. Corrections. Okay. The BBC tweeted somebody. I think they tweeted Cody.
456720	460480	No, not Big Black Cock. The BBC- The news.
462560	464480	It's a porn, it's a porn to breathe.
464480	467360	Yeah, yeah. We were all thinking it.
467600	473680	Yeah. Who among us heard BBC and didn't think Big Black Cock?
477120	478240	We're all people. Let's move on.
479840	485920	The posh is not an acronym. That's another bullshit thing. Everything you hear that you
485920	490000	hear is an acronym. It's all bullshit. I should have known better. Because it was British,
490000	495520	I fell for it. I perpetuated a thing. Hopefully new friends, maybe if they come on the show.
495520	498800	But if they listen to last week's episode, they probably won't come. They'll be like-
498800	499680	Oh, I think they're coming.
500720	504800	I think they emailed the ladies I was referring to for the Red-Headed podcast. So maybe they'll
504800	508320	come. But then I thought, well, let's listen to what they probably listened to. Whoa.
510400	517680	But I heard from them and they speak with such dignified grace and poise that I just kind of
517680	522480	swallowed it and repeated it, that posh was an acronym for Port Out, Starboard Home. No,
522480	529680	it's not. It's a common, it's a myth in the great kingdom. And it's like, I remember my dad telling
529680	535760	me that fuck stood for for use of carnal knowledge. Yeah. It's just, no. It's the truest thing. There's
535760	542320	only two words that are actually acronyms. It's laser and scuba. Everything else is an urban
542320	547520	legend. There's nothing. Hey, did you know nothing's an acronym? It stands for non-official thing.
