start	end	text
0	14400	Kiss Me on Monday from beautiful uptown, Burbank.
14400	16800	Harman Town is now in session.
16800	22000	Please welcome to the stage your Game Master extraordinaire, Spencer Fincher.
22000	29000	What you got in that bag?
29000	32000	Go to your mayor of Harman Town, you know him.
32000	36000	His name is Dan Harman.
36000	38000	Yo, yo, yo, yo.
38000	42000	Wrap it to the flow, wrap it to the beat, wrap it all night.
42000	45000	Gonna eat some meat, add some veggies, what can I say?
45000	48000	I like a full plate all day.
48000	50000	My name's Mr. Eating.
50000	52000	I'm made of a mouth and a stomach.
52000	57000	I like to eat things with the former and swallow them down to the latter.
57000	61000	Fuck your mom so hard that her pussy turned into pancake batter.
61000	66000	Put it in a pan, turn it into discs, eat it down with a swish of red wine.
66000	71000	Cause I'm a functional alcoholic, in the morning I'm calling you.
71000	76000	For brunch, for a lady or two, mimosas, yeah.
77000	79000	Samosas? No.
79000	80000	That's Indian.
80000	84000	Alright, welcome to Harman Town.
84000	87000	Is it me, Dan? Are you getting better at freestyle?
87000	90000	I think you're finding your flow.
90000	92000	I think I'm getting worse at freestyle.
92000	99000	I think I'm getting better at focusing in on the 90 words that rhyme with each other.
99000	102000	Maybe Eminem feels the same way.
102000	104000	No, he doesn't, cause he'll say,
104000	109000	stole your mama's Acura, wrecked it, gave it back to her.
109000	114000	You don't know that Acura rhymes with back to her, unless you're a true rapper.
114000	119000	Like I'm just thinking, I just learned to stay away from the word.
119000	122000	Just, not in a tempo, just rhyme,
122000	129000	be Eminem for a minute and just try to freestyle rhymes for Acura that are kind of loosely rhyming.
129000	131000	I don't know, Scott Bakula.
131000	133000	Yeah, that's great.
133000	135000	Sure, guys, sure. I mean, obviously...
135000	137000	So you can do it. You have that muscle too.
137000	139000	Now let's hit that beat again.
139000	141000	Put that beat back up.
141000	142000	Now just let it...
142000	144000	So just be phonetic. Just think phonetically.
144000	146000	No, well just do better.
146000	149000	Just be real good to true rhymes.
149000	151000	So you guys, you have my best interest too.
151000	152000	Absolutely.
