start	end	text
0	5000	Minneapolis! Welcome!
5000	8000	Carment Town is now in session.
8000	10000	Please welcome to the stage
10000	12000	the person who is going to make this night
12000	15000	the best night of your life, Mr. Dan Harmon!
15000	17000	Carment Town is now in session.
17000	19000	Please welcome to the stage
19000	22000	the best night of your life, Mr. Dan Harmon!
34000	37000	Twin Town!
37000	39000	I'm sure that's what they call it.
39000	41000	Twin Town.
41000	43000	You know, they call it the Twin City, right?
43000	46000	It's a portion of identical twins per capita.
46000	49000	It's some kind of, I think it's the power lines.
49000	51000	Oh.
51000	55000	It affects the genetics of the sperms and the ova.
55000	57000	But they're happy. They're happy people that way.
57000	62000	They look very happy and very good looking!
62000	65000	Half of them are very good looking.
65000	67000	The other half are fortunate enough
67000	71000	to look exactly like those people.
71000	75000	And they never know which half is just riding the coattails.
75000	77000	And they have frequent arguments about it
77000	81000	during what they call the Festival Hour.
88000	90000	Don't mind my sound effects?
92000	96000	Just every time you say Festival Hour, you'll hear it gong.
96000	98000	Okay. All right.
98000	104000	Well, I appreciate the added layer of sound effects.
104000	108000	I'm not giving a note, but I don't know if being a 28-year-old
108000	112000	you're familiar with the history of the gong and entertainment.
112000	114000	It's the...
114000	118000	It has a sort of legacy.
118000	120000	It's the noise of festivals.
120000	122000	Right.
123000	126000	Erin McGathey, Comptroller, everybody.
126000	128000	I'm excited about it.
128000	130000	Thanks, Scott.
130000	134000	I just noticed that there's a camera on my face.
134000	136000	Documentaries.
136000	138000	Yeah.
138000	140000	We're making a movie here, too.
140000	143000	You're all in it. Your little shadowy faces.
143000	146000	Did they put a camera on anyone's head in the front row?
146000	148000	Sometimes they do that.
148000	150000	I notice it halfway through the show,
150000	152000	and then I want them to...
152000	154000	They should take five bucks off the ticket
154000	158000	for the guy that has to wear a camera on his head.
158000	160000	I've worn that thing.
160000	163000	It's like a jock strap on your head.
163000	165000	It hurts. I wore it in New York,
165000	167000	and you told me I looked like a Cloud Atlas character
167000	169000	because I pushed all my skin down.
169000	173000	Yeah. It looked like Holly Berry when she was the old Chinese man.
175000	177000	Chaka from Land of the Lost.
177000	179000	The crazy thing about wearing that in New York,
179000	181000	no one mentioned that.
181000	183000	Everyone came up to the merch table and was like,
183000	186000	yeah, hey, I'm gonna get a T-shirt and a thing.
186000	189000	Everyone's so used to having cameras on them.
189000	191000	Twin Town!
192000	194000	Twin Town Rap.
194000	195000	All right.
195000	197000	Twin Town Rap!
197000	199000	Whoo!
207000	209000	Two cities right next to each other.
209000	211000	Even buildings can have sisters and brothers.
211000	214000	Got two towns that can go to either one.
214000	216000	I fucked your mama like a hot dog bun.
216000	219000	Put my wiener inside, put my mustard on top.
219000	221000	Fucked your mama like a broom and a mop.
221000	222000	Clean your pussy out.
222000	224000	Made room for more.
224000	226000	Fucked your mama on the ceiling and the floor.
226000	228000	Fucked your mama.
228000	230000	Yeah.
230000	232000	That was good. That was good.
232000	234000	God damn it.
234000	237000	I'm getting really good at rapping.
240000	242000	There was like eight...
242000	244000	Yay, festival!
247000	249000	All right, it's a new tradition.
251000	254000	Yeah, there were like eight things that rhymed in there.
254000	256000	That was very good. That was really good.
256000	259000	None of them were mouth and south.
260000	263000	And you really used your floor space.
263000	265000	Yeah, I'm getting good at dancing too.
265000	268000	I'm getting really good at dancing and rapping.
268000	271000	I started the tour just going like this.
271000	276000	But now I kind of like put some stopping and starting into it.
276000	278000	Like I'm going to go somewhere.
281000	282000	Amazing.
282000	286000	I get out of breath sooner though doing that because it's like a treadmill.
288000	289000	Jesus Christ.
289000	291000	Dan's a great dancer though.
291000	297000	Before we were dating, there was a night that we spent last New Year's with Jeff Davis
297000	299000	and he put on a song and asked you to dance to it.
299000	301000	It's a surfer baby, surfer girl.
301000	303000	Surfer baby's not a song.
303000	305000	Little surfer girl.
305000	306000	Little surfer girl.
306000	309000	Dan put on a little dress and danced around the living room very sensuously.
309000	311000	I'm sorry, Dan.
311000	314000	I mean, it sounds weird on paper.
314000	315000	I'm doing...
315000	317000	Okay, so what?
317000	322000	Why on your way to a comedy show load up your iPad with gongs and fog horns?
322000	324000	Your boyfriend's show.
324000	327000	Let's see, do I got everything in here that I want?
327000	329000	A rim shot?
329000	331000	Fuck that.
331000	332000	Who needs that?
332000	334000	I'm sorry.
335000	338000	Was that a baby crying?
338000	342000	Yeah, it's a baby crying because everyone loves the milk of the show.
346000	347000	Baby crying.
347000	351000	The baby crying reminds everyone that the show is like milk that you need when you're
351000	355000	a baby and you can only digest breast milk and that's the idea.
355000	356000	Right, right.
356000	362000	I thought it was a six million year old sound that makes people uncomfortable.
362000	369000	I thought that it was a primal, instinctive, people-upsetter because it means that one
369000	374000	of our species, larva, is exposed to a saber-tooth tiger.
374000	379000	You know that babies cry like that because human babies, they don't have fur.
379000	384000	Our primate cousins, they're covered with this thick layer of fur like orangutan babies.
384000	391000	The babies, they come out and they basically just cling to the mom like her fur.
392000	395000	They walk around, they just clung there forever.
395000	400000	It's like a little baby bjorn until the baby finally lets go and starts doing its own thing.
400000	403000	A lot of our primates have similar things like that.
403000	405000	They just cling and wrap around.
405000	407000	Tell me more about it.
413000	416000	Primates, monkey super monkeys.
417000	420000	Pretty funky, got a big old brain up in their monkey head.
420000	424000	Don't fight, they think it's dead, they make fire.
424000	428000	Sorry, I guess that was great, but you gave me a look like that was a mistake.
428000	429000	Yay!
430000	434000	I don't know if Jeff would have cued a wrap-up at that point.
436000	437000	I was headlining to-
437000	439000	You're right, I give myself this noise.
447000	450000	It's the noise of someone alone at a party.
451000	453000	Okay, reset.
454000	459000	Anyways, babies cry because, yeah, they're moms.
