start	end	text
0	16320	From the Cherokee Casino, in West Silent Springs, Oklahoma, only a biscuit toss away from Arkansas,
16320	29280	and next to 17 other states, right in the middle of everything, Parment Town is in session.
29280	36280	For your entertainment delectation, let's bring out the Game Master, Spencer Crittenden.
36280	44280	What up, Spencer?
44280	46280	What up?
46280	47280	Yeah.
47280	53280	And the mayor of Harment Town, from Hollywood, California, you know him, you reluctantly
53280	54280	like him.
54280	61280	Hello, thank you.
61280	64280	Hello, America.
64280	65280	Osiyo.
65280	69280	I learned that from Jeff.
69280	71280	It's either Osiyo or Siyo.
71280	72280	There's a controversy.
72280	73280	Siyo, I think.
73280	74280	The Cherokee, hello.
74280	75280	I know you're all Cherokee.
75280	76280	Osiyo.
76280	77280	Now, some people say Siyo.
77280	78280	Some people say Osiyo.
78280	79280	Osiyo.
79280	80280	Is it Osiyo?
80280	81280	Oh, I said Osiyo.
81280	82280	See?
82280	83280	I'm already offending everybody.
83280	84280	No.
84280	85280	Thank you so much.
85280	87280	That was such a warm welcome.
87280	88280	Thank you.
88280	93280	And thank you for showing up, and thank you for paying your $15, and thank you for, uh-oh,
93280	95280	there's a slow feedback building.
95280	100280	You can mic check all you want, but you can't fucking, you can't predict that shit.
100280	101280	You hear that?
101280	102280	You hear that?
102280	103280	There it is.
103280	106280	Oh, that's you.
106280	107280	Everybody.
107280	110280	Well, that's very comforting.
111280	114280	Old Man River.
115280	118280	We are right, yeah, we're right smack in the middle.
118280	121280	I mean, even if we, I mean, this isn't like we're doing a show in Oklahoma City, which
121280	125280	wouldn't be a bad thing to do either, but we are, we're in a part of-
125280	130280	Yeah, Oklahoma City wouldn't be a bad thing to do.
130280	131280	At least neutral.
131280	132280	Woo!
133280	137280	But I'm saying more people there would be from, you know, you'd be like, oh, hey, Oklahomans.
137280	138280	And they'd be like, yay.
138280	140280	And it'd be like, there'd be a couple people from out of state.
140280	143280	But we are, like, really, we're in the Deadwood area.
143280	150280	We're in the, we're an unincorporated, like, treaty turf, like, and it's a beautiful thing,
150280	151280	though.
