start	end	text
0	7000	Fuck yeah! Harman Town is now in session!
7000	17000	I'm your guest Comptroller, Steve Agee. Please give it up for your Game Master, Spencer Crittenden.
17000	33000	And the fair of Harman Town, Dan Harmon!
33000	39000	Thank you!
39000	45000	I'm so fat and sad and tired.
45000	51000	I know what looks dumb, the fucking ad ad on the fat fat.
51000	58000	I know I'm just setting myself up, but who cares? I don't care. I don't care about your dumb opinions.
58000	62000	Zero fucks given, as the kids say.
62000	66000	I hate the kids.
66000	75000	Do you remember, I was just sitting today and I was thinking about, it just hit me because we were all paying attention.
75000	80000	It was all too intense at the time. It wasn't a time when you wanted to draw attention to one part of it.
80000	88000	But remember that halfway through, right halfway through, the horrible headcount of his victims,
88000	92000	like hitting its peak, that Bill Cosby's Twitter account tweeted,
92000	96000	Go ahead, meme me! Remember that?
96000	99000	And everyone was just like, okay!
99000	106000	There must have been some 28 year old kid that was like, look, you've got to go counterintuitive right now.
106000	110000	You've got to remind people of the pudding pops.
110000	115000	And what kids like to do these days is they take a picture and you just like,
115000	119000	you know those pictures that you threaten to sue people for putting on the internet?
119000	122000	Because you've always been such a hound dog about your likeness.
122000	126000	Payback's a bitch, the House of Cosby's shutting down, motherfucker.
126000	130000	But I finally got him, I got him!
130000	133000	Full circle.
133000	137000	But anyway, yeah, I mean, what did you, how would you, that was crazy that people were like,
137000	140000	that someone was like, yeah, this is a good, just put your, who cares?
140000	145000	That's like when they sent out, do the hashtag Ask Trump.
145000	153000	Remember that? Yeah, I mean, you can't see in advance what's going to, that's not going to work.
153000	158000	The Buzzfeed articles aren't going to be showcasing the kindest things.
158000	160000	Anyways, whatever, it doesn't matter.
160000	163000	It doesn't matter because tonight's a super moon!
163000	174000	Blood moon! Blood moon!
174000	177000	Yeah, it's funny, watch it jiggle.
177000	180000	The ad-ad's walking.
180000	183000	Is that? The toe cable, get the toe cable?
183000	188000	The ad-ad has a death star in it.
188000	190000	With a bowling ball.
190000	193000	So Spencer was sitting outside my house.
193000	195000	Why? I sure was.
195000	198000	I don't know, I'm talking to the authorities now.
198000	201000	No, Spencer was waiting for me and I was letting my dogs poo-poo.
201000	203000	And we were going to come to the show.
203000	206000	And there's super moon traffic all over Los Angeles tonight.
206000	207000	People are very excited about this.
207000	208000	It's fucked up.
208000	213000	And when I came back to the car, you said that...
213000	214000	No, Dustin.
214000	215000	Well...
215000	216000	I like Dustin.
216000	218000	Well, you want Dustin to come out and...
218000	220000	No, he told this story.
220000	222000	I do not want him out here.
222000	224000	All right, all right.
225000	229000	So, Dustin was also in the car.
229000	231000	And he said the guy...
231000	233000	Because there's people walking all over Los Feliz.
233000	237000	I guess they're going up to the Griffith Observatory to look at the super moon.
237000	243000	And a guy drove by Spencer's car while they were waiting for me.
243000	247000	And he stuck his head out the window as if to ask for directions and said,
247000	249000	Where the moon?
251000	252000	He just pointed up.
252000	253000	Did I get that right?
253000	254000	Where the moon?
254000	255000	Where the moon?
255000	256000	Where the moon?
256000	257000	Where the moon?
257000	258000	Where the moon?
258000	259000	Like a New Yorker kind of thing.
259000	262000	Go down to third.
262000	265000	And you'll see a stop and go.
265000	268000	And there's a gas station, Kitty Corner, from it.
268000	270000	Is that a regional thing, Kitty Corner?
270000	275000	Well, anyways, it's the moon!
275000	277000	But also, you can't see it from here, right?
277000	282000	But you can't drive to it in the best light.
282000	289000	There's people that are walking uphill-hurst right now with a can of Coors in their hand,
289000	293000	casually strolling to look at the moon at the Griffith Observatory.
293000	297000	I don't think they know how far they're walking.
297000	299000	Yeah, it's like four or five miles.
299000	301000	I think it's like people who see this...
301000	304000	I can see the looks are from here in Las Vegas, you know?
304000	307000	Then three hours later, you're puking in a bush.
307000	309000	It's a pyramid!
309000	310000	It's right there!
310000	312000	It's got a big light on it!
312000	313000	Where the moon?
313000	317000	It's like a real pyramid as far away!
317000	320000	All right, I don't know what I'm looking at.
320000	324000	This is a bunch of notes about our delightful guests that we're going to talk about.
324000	327000	And there's only one thing that's not that, and it says,
327000	329000	Where the moon?
329000	330000	That's my note.
330000	335000	I was once in my car, and I was at the Denny's parking lot over at Gower Gulch,
335000	339000	and there were a bunch of guys hanging out in the parking lot,
339000	341000	and I overheard one of them go,
341000	345000	Edward, the North Star ain't a star, it's a fucking planet!
349000	351000	And the other guy goes,
351000	352000	How the fuck do you know it's a planet?
352000	353000	He goes,
353000	355000	Cuz the fucking thing's twinkling, motherfucker!
357000	358000	Oh, there he goes,
358000	359000	Cuz it's not twinkling.
359000	362000	People's stars twinkle, planets don't twinkle!
365000	370000	Remember Richard Pryor would do dialogue between two people from the neighborhood?
370000	372000	That's how he became famous.
372000	375000	And Bob Newhart became famous for talking on the phone.
375000	377000	He'd do phone calls.
377000	379000	Hey, hello.
379000	381000	So anyways, I thought,
381000	388000	Who invented luggage?
388000	391000	What was that phone call about?
391000	393000	Hello?
394000	397000	The box company.
397000	401000	Yes, some of our boxes do have handles on them.
401000	407000	Well, that's a box with a handle.
407000	409000	No, I'm sorry.
409000	411000	Three hours later, standing ovation.
411000	415000	I don't know how he does it.
415000	418000	If you're detecting a little bit of like,
418000	422000	I guess I kind of went after Bob Newhart there a little bit.
422000	425000	And I didn't realize that I had it in for him,
425000	427000	but I just remembered that
427000	431000	I did something at the Creative Arts Emmys on stage with Joel McHale,
431000	433000	and when I watched the telecast,
433000	435000	because I felt like I killed,
435000	438000	but it did cut to a shot of Bob Newhart going...
442000	445000	Like, he looked like a mosquito flew up his nose.
445000	446000	Yeah.
446000	447000	And I was like,
447000	448000	Come on, man.
448000	450000	Your phone space work was really good, though.
451000	452000	Thank you.
452000	453000	Comptroller Steve Agee, everybody.
453000	455000	Oh, yeah, thank you.
458000	462000	Thanks for having me on this Supermoon Sunday.
462000	464000	Where's Jeff?
464000	469000	He had a bad burrito.
469000	471000	He's pooping.
471000	472000	He's pooping, yo.
472000	476000	Look at this Pikachu skateboarder.
476000	478000	Is that a weapon?
478000	480000	You're terrifying.
480000	481000	Jesus Christ.
481000	482000	It's plastic.
482000	483000	It's plastic.
483000	484000	It shoots lasers, though.
484000	485000	All right.
485000	486000	One is healthful.
486000	488000	It's a master sword.
488000	489000	What's your name?
489000	490000	Can I ask?
490000	491000	Yeah, it's Mike.
491000	492000	Mike?
492000	493000	Yes.
494000	495000	You're from Canada?
495000	496000	Yeah.
496000	497000	Oh, man.
497000	498000	Don't come near me.
498000	499000	Yeah.
499000	500000	I hurt people.
500000	501000	Jesus.
501000	502000	What in the world?
504000	505000	I guess they have...
505000	509000	The weapons in Canada are plastic, so jokes like that are funnier there.
510000	512000	Don't come near me.
512000	513000	I hurt people.
514000	517000	Have you read a paper from here?
517000	519000	Like in the last three hours?
519000	521000	We hurt people.
521000	523000	And we're bummed out about it.
523000	525000	We're trying not to.
527000	531000	Yeah, there's a drunk guy just out back in the nerd melt when I was walking in,
531000	534000	and I was glad he did not stab me.
535000	538000	And just before anyone says anything, he was white.
538000	540000	He was a white drunk man.
540000	543000	This is not racial motivated fear.
543000	544000	That's nice.
544000	545000	Turned out just drunk.
545000	547000	I pictured him as white immediately.
547000	548000	Thank you.
548000	550000	I guess his name was Frank.
550000	553000	How the fuck do you know his name is Frank?
553000	554000	Because that's...
554000	558000	He firmly grasped my hand while looking to me.
558000	559000	You touched him?
559000	560000	He touched me.
560000	561000	That sounded horrible.
561000	563000	Let me make one thing clear.
564000	565000	He touched me.
565000	567000	He said, can I be Frank?
568000	571000	Yeah, Spencer, his name's not Frank.
571000	575000	He just wanted to break down some hardcore statistics with you about homelessness.
575000	578000	I was like, you could be whatever you want to be, man.
578000	579000	No, what did he say?
579000	580000	He grabbed you and he said...
580000	584000	He grabbed my hand and was shaking and he was like, I'm Frank.
584000	586000	And I was like, oh, great.
586000	587000	I'm Spencer.
587000	589000	And he's like, great, great, great.
589000	591000	And I'm like, yeah, it's great.
591000	592000	And he's like, I like it.
592000	594000	And I'm like, yeah, I think.
594000	595000	And he's like, you're thinking?
595000	596000	You're thinking?
596000	599000	And I'm like, yeah, most of the time, yeah, I'm thinking.
599000	603000	And he's like, that's good.
603000	604000	That's good.
604000	608000	And then he was just the rest of the time, he was just commenting on how great it was
608000	609000	that I was thinking.
609000	612000	And I thought he was going to turn into an angry mode at some point, like, you know,
612000	614000	like, this guy's thinking too much.
614000	619000	But he cooled off and then he shook someone else's hand and then he wandered off.
620000	622000	First of all, that sounds like...
622000	627000	He sounds like that smart bot online, you know, like the one where...
627000	628000	Smarter child?
628000	631000	The one where it's just based on previous people's entries.
631000	635000	So even though it's really cool what it says to you, the conversation doesn't...
635000	637000	It only lasts a couple of minutes.
637000	639000	So you go like, hey, how are you?
639000	642000	And it says something amazing, like, hey, what do you think of John Travolta?
642000	644000	And you're like, whoa, you like John Travolta?
644000	646000	And he's like, what do you like?
646000	648000	Yeah, that's what it's like.
648000	649000	I like popcorn.
649000	651000	Pop my corn.
651000	652000	And you're like, okay.
652000	654000	That's how it is to talk to my roommate.
654000	656000	When I'm talking to him, it feels like that.
656000	658000	Because I'm just like, hey, how's it going?
658000	660000	And he's like, how you doing?
660000	661000	And I'm like, I'm doing good.
661000	663000	And he's like, doing good is good.
663000	664000	And I'm like, what?
664000	666000	And he's like, doing my what?
666000	669000	And I'm like, this is not a conversation.
669000	672000	And he's like, conversations are doing my what?
672000	674000	And then he just wanders out.
674000	676000	I'm like, this guy's a robot.
676000	679000	Remember when we were at that bar in Culver City
679000	682000	and those guys came in?
682000	683000	Oh, my God.
683000	684000	And they were trying to like.
684000	687000	Now, that was racial motivated fear.
687000	689000	Well, it was because it was like an all.
689000	692000	It was like, yeah, because they were.
692000	694000	It was, what is the.
694000	698000	It was this old, old white guys bar.
698000	700000	There's just old, old dudes hanging out.
700000	701000	And then we wandered in.
701000	703000	And then these Mexican guys showed up.
703000	705000	And they were really fucking high.
706000	709000	Which isn't a problem, but they seem to carry on
709000	712000	as if people knew they were high, they'd get arrested.
712000	713000	Right.
713000	716000	So it created a lot of tension right off the bat.
716000	719000	And it was not dialed down from that point on.
719000	722000	And it felt like the bigger guy was like the littler guy's
722000	723000	uncle or something.
723000	725000	It didn't feel like they were hanging out as friends.
725000	729000	It was almost like this is the equivalent of in the Midwest
729000	731000	of being dragged into the woods to go deer hunting.
731000	733000	It's just like, come on, I'm going to take you
733000	734000	into this white people's bar.
734000	736000	And we're going to we're going to get yelled at.
738000	742000	And then you'll be a man because he really wanted like he
742000	744000	wanted to get yelled at.
744000	746000	But everybody was like, like, OK.
746000	747000	It's like lately.
747000	748000	Yeah.
748000	750000	So the younger guy, he was really like drunk and high,
750000	752000	but he was having a great time.
752000	754000	And he just wanted to talk about football.
754000	756000	And he was in a great mood and everyone was loving it.
756000	759000	But we were loving it too much for the older guy
759000	761000	because he thought that we were making fun of the little guy.
761000	763000	But we were just he was great.
763000	764000	You know, he was having fun.
764000	765000	We were just guessing him.
765000	767000	He wanted to talk about like moon boots or whatever came up.
767000	768000	Yeah.
768000	769000	And we're like, oh, what about moon boots?
769000	770000	Remember moon boots?
770000	771000	He's like, come on, come on, man.
771000	772000	He's drunk.
772000	774000	But then the weird thing is then he turned to the kid and go,
774000	775000	shut the fuck up.
775000	776000	What did I fucking tell you?
776000	777000	Fuck up.
777000	778000	Fucking embarrassing.
778000	779000	You shut up.
779000	780000	I'm talking.
780000	781000	You shut the fuck up.
781000	782000	It was crazy.
782000	783000	Are you serious?
783000	784000	Yeah.
784000	786000	That was a burst that you know, that was a half burst.
786000	788000	And it happened like 20 times.
788000	789000	But all the time.
789000	793000	The craziest part of it was that the only he kept no matter what topic came
793000	797000	up like like like like he didn't get the like conflict he wanted.
797000	801000	So like I put my glass down on top of my laptop on the bar and he'd go
801000	803000	you just got to put that there.
803000	807000	And I'm like, yeah, he's like you you you want you want liquid on your
807000	808000	laptop.
