start	end	text
0	26560	From the beautiful Sydney Opera House in Sydney, Australia!
26560	27560	We're not in the main room.
27560	31320	We're in a sexy little underground dungeon called the studio here.
31320	34240	Harman Town is in session.
34240	40000	Let's bring out Spencer Crittenden.
40000	43000	Hey guys.
43000	47800	How's it going man?
47800	49920	Oh, I'm good.
49920	51560	You're looking good.
51560	52560	No.
52560	53560	You're not good.
53560	54560	Well let's make things good.
54560	56560	Let's bring out the mayor of Harman Town, Dan Harman.
56560	57560	Let's bring out the mayor of Harman.
57560	57560	
87560	96960	Hello for the second night, Sydney, Australia, port capital of the world, a shiphole to the
96960	105120	planet, the big city in the place down there.
105120	108240	I'm not afraid to say it.
108240	112000	You've been wonderful to us.
112000	113000	What was I going to...
113000	115840	Hold on.
115840	126720	I did a panel tonight and you're not allowed to ask for your money back.
126720	134880	I'm not in charge of that, but it's going to be a bad show.
134880	140000	Are you saying that we're not going to get a chicken dinner after the show tonight?
140000	144600	Because I distinctly wished you took us before the show.
144680	150520	When I say bad show, you need to lower your bar, because here's the thing that happened
150520	151520	last night.
151520	158840	As you know, I'm afraid of the fact that I don't have an axe, so I'll often do a wrap.
158840	167320	I'll end the show with a wrap, because it's like, oh, they have to applaud, and then you
167320	170320	got to do something to end the show that has no...
170320	179120	I did a wrap about Australia, and said the word Australia, and I couldn't rhyme it.
179120	184920	Then everyone starts yelling out, genitalia, and all this shit.
184920	191720	But I just want to point out to you that that's a pretty cool thing, that you, to buy a ticket
191720	197720	to a performer who is so committed to not preparing for a show, that he can spend a
197720	207040	15-hour flight to a continent he's pretty sure he'll be rapping about.
207040	215000	And he doesn't have a rhyme, one rhyme, for the name of the continent.
215000	222680	That's what you're getting when you come to my show, is not corporate bullshit.
222680	227240	Keebler didn't decide what you'd be tasting.
227240	229840	Sometimes therefore it will be shit.
229840	233040	Sometimes you'll be tasting shit.
233040	236040	Sometimes it's Harry Potter's Dumbledore...
236040	237040	What?
237040	239720	Sometimes you get a nice chookus.
239720	241480	A nice what?
241480	242480	What?
243200	245680	Do you not listen to the beginning of the show?
245680	249760	I found out the chookus, which is there break a leg, means that you get a chicken dinner
249760	251680	after the show if you do a good job.
251680	254640	Oh, no, no, I don't listen to the...
254640	255640	No.
255640	257920	What am I supposed to listen to?
257920	258920	What are you doing back there?
258920	261960	I'm getting in the zone.
261960	265440	You're coming up with rhymes for Tasmania.
265440	268200	This conflict is hilarious, but we couldn't hear you back there.
268200	269200	Oh, okay.
269920	273440	I mean, sometimes I'll make a crack if I notice it's been eight minutes.
273440	279240	I'll go, hey, can Jeff keep it to a tight tenure?
279240	281280	I don't hear what's happening.
281280	292160	All I hear is the sound of my laughs getting sucked into your hat.
292160	293160	You know that metaphor.
293160	294160	You know the old...
294160	295160	The old...
295160	296160	I think it was...
296160	297160	The laugh-sucking hat.
297280	298280	The laugh-sucking hat.
298280	299280	The laugh-sucking hat.
299280	300280	Yeah.
300280	301280	Like Roald Dahl.
301280	302280	Yeah.
302280	303280	Yeah.
303280	304280	Anyways.
304280	306280	No, I don't know.
306280	307280	I didn't hear...
307280	308280	No, I didn't hear...
308280	309280	Tell me.
309280	311000	You already told me.
311000	312000	I got scared.
312000	313000	You came back.
313000	314360	I thought you were saying they're rowdy tonight.
314360	316760	You were like, there's a lot of people.
