start	end	text
0	7000	This show was filmed on location at Brazos Hall during South by Southwest, sponsored by Yahoo!
30000	38000	Please put your hands together for the rap stylings of your mayor, Mr. Dan Harmon!
60000	71000	My name is M.C. John. I'm here to mow the lawn. I put your panties on when you're out and the lights aren't on.
71000	76000	I sneaked into your room. I was inside your womb. Okay, stop.
76000	83000	Terrible. Off to a terrible start. Terrible misogynist, horrible, clinically disgusting show.
83000	93000	You can't rhyme room with anything but womb. No one wants to think about the womb when you're in a sexual way.
93000	103000	The womb is its own thing. You don't want to associate it with the sexual act. You want to associate it with life.
103000	117000	And Texas. Thanks for having us back, Austin, the Portland of Texas, as I call it. You guys are fantastic.
117000	128000	Thanks for waiting around and coming here. We're here in Austin because we're premiering our sixth season of my little show, Community.
134000	139000	There's a little bit of overlap there between the audiences for Community and the podcast.
139000	143000	How many people here are strictly here just for Community?
143000	148000	My applause. It's a podcast. Don't raise your hands. That doesn't get us anywhere.
148000	154000	Okay, how many people here are just die-hard Harmon Town fans and don't give a shit about Community?
155000	158000	You don't want to say, don't give a shit about Community?
158000	161000	I'm just trying to find the polls here.
161000	169000	You're trying to stir shit up. You want to rumble. What did you say, sir? Okay.
171000	174000	The talkback format might not work as well.
174000	178000	We found Texan shy Adam Goldberg.
179000	181000	What's that?
184000	190000	The postman only rings once, and also you don't have a doorbell. He's yelling.
190000	193000	I don't know what that saying means.
193000	200000	So I got nothing, so it's going to be a bad show, but we'll be done about 8.30.
201000	205000	I just walked in the back door and came out here.
205000	211000	More money has been spent promoting Community in this room than in five years.
217000	223000	And by that, I mean there's two vinyl signs and some balloons, which is huge.
223000	227000	It's a 500% increase in the marketing budget for our show.
227000	229000	It's pretty crazy.
229000	235000	Yahoo has been a very, very strange experience for everybody on that sad little show
235000	239000	that has really become accustomed to...
239000	243000	I don't know if I'm supposed to address the sirens or just ignore them.
243000	246000	I don't know what a master performer would do.
246000	249000	Work the sirens into the thing.
249000	251000	Oh no, the sirens are here.
253000	255000	What are you doing out here?
255000	256000	What's all this?
256000	258000	It's a police officer.
258000	259000	Okay.
259000	261000	Anthony Jeslman had a pretty good one.
261000	263000	He was doing a thing, and a siren goes outside.
263000	265000	You can barely hear it on the recording, and he says,
265000	268000	That's how hard I'm killing.
269000	271000	I just stole some guy's joke.
271000	274000	And you credited him.
274000	276000	What was I talking about?
276000	278000	Yahoo's great.
278000	280000	You're saying it was strange for the cast.
280000	281000	It's been a weird experience for them.
281000	282000	Why?
282000	284000	Because they're being treated like a cast of a TV show?
284000	285000	Yeah.
285000	288000	I mean, you would think it was like 1995,
288000	290000	and that we were getting like a free rating or something,
290000	294000	the way that Yahoo talks to the cast and stuff.
294000	298000	They talk about doing Emmy campaigns and promoting the show
298000	300000	and stuff like that.
300000	301000	Yeah.
301000	304000	I've told this story before, but Kathy Stabat,
304000	307000	the CMO of Yahoo came to the set and visited,
307000	309000	and she was like, gathered the cast around
309000	312000	and was just filling them in on what we were going to be doing this year.
312000	315000	And 10 minutes into it, she noticed that they were being really quiet,
315000	318000	and she was like, am I offending you or something?
318000	321000	And then Ken Jeong went really sincerely,
321000	325000	you have to understand, no one's ever talked to us like this before.
327000	330000	And it was really sad and delightful.
331000	334000	But it is like, there's no enemies now, and there's no,
334000	337000	and I don't know if it's going to have a positive or a negative impact
337000	340000	on the contents of the show, because I just work on it,
340000	344000	and now all of a sudden it's like, okay, well, if it's...
346000	349000	Yeah, if there's no Death Star, there's no Darth Vader up there,
349000	351000	why leave Tatooine, man?
351000	357000	Yeah, and why not just make a show about going to Mos Eisley,
357000	360000	and when that guy says, I don't like you either,
360000	363000	you go, well, why don't you get to know me?
364000	367000	And then you just move into an apartment with him,
368000	372000	and there could be structural issues with this season, is what I'm saying.
373000	375000	We got a B-plus in Entertainment Weekly.
377000	378000	No, no.
379000	382000	I sleep on my office couch, this is an A-minus show.
384000	387000	I don't know what they give AAs to, but we got a B-plus.
387000	389000	How many nights a week are you sleeping on the office couch?
389000	390000	All of them?
390000	392000	Literally all week.
392000	396000	Like, Erin just hit a tipping point where she was like,
396000	402000	we either had to identify this as a problem and therefore solve it with divorce,
402000	406000	or we had to look at this as like, this is what it's gonna be
406000	410000	until we're done shooting, and so there'll be days where I just like,
410000	414000	okay, going to sleep on the couch and then I'll wake up and work on a show.
414000	416000	But now I feel self-conscious talking about that
416000	417000	because you're gonna watch it and you're gonna be like,
417000	419000	you slept on your couch?
420000	422000	It's just a karate kid joke.
423000	426000	Could've got home by three at least.
426000	432000	All right, but I want to bring out Spencer right away.
447000	450000	Dan, I'm gonna start from the top, I'm gonna start from the top.
450000	451000	You ready?
452000	454000	I know you have troubles with the intro here.
454000	456000	No, you're gonna start right away, right?
456000	458000	I can wait one bar.
458000	459000	I can wait one bar.
459000	461000	You can wait as long as you want.
461000	462000	No, two bars?
462000	464000	State the one wherever you...
464000	465000	It's always on the one, man.
465000	467000	Spencer, make yourself comfortable.
467000	468000	Spencer's over there.
468000	471000	I like that they've given you a nice Barcelona chair over there.
471000	472000	That's very groovy.
472000	473000	Is that what you call this?
473000	474000	Is this a Barcelona chair?
474000	477000	I believe it's a reproduction of what they used to call a Barcelona chair.
477000	479000	Who is it, by Miller or Noel or something?
479000	482000	Oh, well, this is an IKEA article.
482000	484000	No, it's not an original one.
484000	487000	I think they call it a Flonox.
487000	489000	A Flonox?
489000	491000	They call it a Stub-Norts.
491000	493000	All right, Dan, Spencer rap.
497000	502000	From the day I saw Spencer, I fell in love.
502000	504000	Meet me two, two.
504000	506000	You fell in love.
506000	510000	Spencer is like a turtle dove.
510000	512000	Meet me two, two.
512000	514000	Put your mama in the pussy, but you're a turtle dove.
514000	516000	Family.
516000	518000	Spencer is family.
518000	520000	Sock, sock, shoe, shoe.
520000	523000	Put your mother and your daddy in the forest, too.
523000	525000	Okay, stop it.
530000	532000	You're right, you're right.
532000	533000	You're right.
533000	535000	What's happening up here is entertainment.
535000	537000	You're right.
537000	539000	I'm not going to burst that bubble.
539000	542000	You are certainly right to applaud and woo for that.
542000	546000	That certainly wasn't what would have happened if your uncle had come up here.
546000	548000	With a drink in his hand.
548000	552000	This is nothing like just one of your weddings, what's going on.
552000	556000	It's actual entertainment that's worthy of being broadcast and paid for.
556000	559000	You're absolutely right.
559000	564000	So you're still rocking the flannel, even though it's a little arid out here.
564000	567000	Oh, it's quite arid out here, Dan.
569000	571000	That sigh wasn't for you, it was for me.
571000	573000	Oh.
573000	575000	Do you think we're going to play something tonight?
575000	577000	Because I don't care, we don't have to.
577000	582000	Well, yeah, I was thinking maybe we could start off with some checkers, move into some tag.
582000	584000	Okay.
584000	586000	We'll figure it out.
586000	591000	Do you have a bee in your bonnet, politically, socially, or economically?
591000	593000	Oh, man.
594000	595000	I don't know. Okay.
595000	598000	So I listen to this radio station that it's big claim to fame,
598000	601000	as they're always talking about how commercial free they are.
601000	605000	Every commercial break, they say commercial free.
605000	610000	It's stupid as fuck, but the worst thing is they go commercial free, starting now.
610000	613000	They play one song and then they do two minutes of commercials.
613000	617000	That's literally the opposite of commercial free.
617000	621000	And this is the selling point of the station, is that they're commercial free.
621000	624000	They're saying they're commercial free, but there are commercials?
624000	629000	They're saying they're commercial free one song before playing a three-minute block of commercials.
629000	632000	Yeah. More commercials than music.
632000	633000	Bullshit.
