start	end	text
0	16000	Ladies and gentlemen, welcome to Harmontown.
16000	21000	Hi.
21000	24000	I am your guest controller, Ryan Ridley.
24000	28000	And please welcome to the stage the mayor of Harmontown,
28000	33000	Dan Harmon.
33000	35000	Thank you.
35000	38000	Comptroller Ridley, thank you.
38000	40000	Pleasure to have you here.
40000	41000	Thank you for having me.
41000	42000	All right.
42000	43000	Thank you for the sugar cube song.
43000	44000	Yeah.
44000	45000	Yeah.
45000	47000	We were just talking about the sugar cube.
47000	49000	That's why you didn't want me to know what you were playing.
49000	50000	It was a little surprise.
50000	51000	Yeah.
51000	52000	It's very nice.
52000	54000	A very intimate friend.
54000	55000	Yeah.
55000	56000	It's a callback.
56000	57000	Yeah.
57000	58000	I have high hopes for you tonight.
58000	60000	I think you're going to control very well.
60000	63000	I'm feeling nervous right now, but I appreciate it.
63000	66000	What's the worst thing that you think you might do?
66000	68000	Say something that I think is going to be funny
68000	70000	and that it's not funny.
70000	73000	Say the funniest thing you could think of right now.
73000	77000	Let's just live through the nightmare.
77000	79000	What's the funniest thing about pickles
79000	82000	that you could even think of?
82000	83000	Oh, my God.
83000	85000	Well, now I have to add a little something?
85000	88000	I'll do a reverse improvise knock, knock joke.
88000	90000	Who's there?
90000	92000	Knock, knock.
92000	93000	Who's there, God damn it?
93000	96000	It better be pickle.
96000	99000	I've been waiting for a pickle.
99000	101000	Who's there?
101000	104000	It's a stork.
104000	105000	The stork from the pickle?
105000	108000	Yeah, yeah, yeah.
108000	109000	Yeah.
109000	112000	Well, why are you here at my door?
112000	113000	Who are you?
113000	116000	The stork who?
116000	117000	I don't know.
117000	118000	Vlasic?
118000	119000	Mr. Vlasic?
119000	120000	Is that his name?
120000	121000	All right.
121000	122000	Well, come on in.
122000	123000	Come in.
123000	124000	All right.
124000	125000	How are you?
125000	126000	I'm great.
126000	127000	I ordered pickles.
127000	128000	I didn't know the stork would come.
128000	129000	Yeah, man.
129000	130000	Sit down.
130000	131000	Sit down.
131000	132000	Thanks.
132000	133000	I was just watching The Wire.
133000	135000	What's it about?
135000	138000	Crying.
138000	140000	Not pickles or babies.
140000	141000	Yeah.
141000	142000	I don't know if that's a stereotype.
142000	145000	We sell pickles on corners where I come from.
145000	146000	Oh, OK.
146000	148000	So you're familiar with the concept of controlling a corner, owning a corner?
148000	149000	Yeah, yeah, yeah.
149000	150000	Yeah, these guys do that in The Wire.
150000	151000	Yeah, yeah, OK.
151000	152000	Yeah, OK.
152000	153000	All right.
153000	154000	Let's keep watching.
154000	155000	Six hours later.
155000	156000	I don't know.
156000	160000	Why are they focusing on the stevedores so much this season?
160000	161000	Yeah.
161000	164000	I miss Stringert Bell.
164000	169000	I guess they're trying to prove what is obviously the case, which is they're very good writers
169000	171000	and they're not drug dealer dependent.
172000	173000	Four hours later.
173000	175000	Fucking Stringert Bell's back.
175000	176000	Yeah.
176000	179000	They caved.
181000	182000	Five hours later.
182000	184000	That was a good finale.
184000	187000	I'm going to try to emulate that for season three of Community.
187000	188000	A year and a half later.
188000	191000	Fuck.
191000	192000	Shit.
192000	193000	Fuck.
193000	197000	Why is it trying to emulate The Wire on a sitcom?
197000	198000	All right.
198000	200000	So I got some bones to pick.
201000	202000	Yeah.
202000	203000	Oh, see, how did it feel?
203000	204000	You said something like...
204000	205000	Shaken, man.
205000	206000	But now you know nothing can harm you.
206000	207000	Yeah.
207000	208000	Listen to these guys.
208000	209000	You'll do the heavy lifting.
209000	210000	You're eating out of your...
210000	213000	I got some bones to pick.
213000	214000	Oh, hi, Enzy.
214000	215000	Oh, Enzy's back.
215000	216000	What's your birthday?
216000	217000	What?
217000	218000	It's Enzy's birthday?
218000	221000	Oh, well, we'll do something special for Enzy's birthday.
221000	227000	I hope you wanted for your birthday me picking pop cultural bones.
227000	229000	That's the name of our segment.
230000	233000	Ryan doesn't have an iPad or anything.
233000	234000	So there's no...
234000	235000	I can't improvise jingles.
235000	236000	I told you that.
236000	240000	I want your girlfriend to come and play violin for the segment.
240000	242000	She didn't bring her violin.
242000	243000	Ryan's girlfriend's a violinist.
243000	244000	Yeah.
244000	246000	She's like an accomplished violinist.
246000	249000	Like, she's like third, fourth chair.
249000	253000	And it goes by Defcon, so that's better than first chair.
253000	255000	First chair, violin, you're in trouble.
255000	257000	It means war is about to happen.
257000	258000	You don't want to be that.
258000	260000	Fourth chair is good.
260000	262000	They still call it a fiddle at fourth chair.
262000	267000	And then it becomes slowly work your way to a violin.
267000	270000	And then you jump forward to the timpani.
270000	275000	I went to a guy, I went to a Ben Folds, who's at the Hollywood Bowl,
275000	277000	and that's why he works really well with these orchestras and stuff.
277000	280000	And there's this guy, I mean, I really want to talk about the...
280000	281000	Guy, it goes like that.
281000	284000	Yeah, the 30 questions I have for the symbol guy.
284000	286000	I was watching him all night because I was like,
286000	289000	man, is he...
289000	292000	I'm sure your girlfriend probably could answer these questions.
292000	293000	She's probably been involved in...
293000	294000	She's right there, by the way.
294000	295000	Yeah, yeah.
295000	296000	Well, I don't like to look at her.
296000	301000	And I'm very uncomfortable around women and musicians,
301000	304000	so she's double trouble for me.
304000	310000	Mia, are you capable of answering questions in front of a crowd about...
310000	311000	Oh, okay, okay.
311000	312000	No, no, okay.
312000	314000	All right, I won't put you in a spot then.
314000	318000	But it's like the guy, he sits in back, and then I was just watching him,
318000	320000	and he sits there in silence for a while.
320000	322000	He's reading the music along with it, and he's like,
322000	325000	yeah, no cymbals on this page.
325000	328000	And then he turns the page, and then you see him start to...
328000	330000	He gets up, super professional.
330000	334000	I mean, he's in the L.A. Phil harmonic, but he just plays the cymbals.
334000	339000	So it's like, when he goes home, is he like a massive drummer?
339000	344000	And he's like, well, fucking the L.A. Phil is, you know, hard to get into,
344000	350000	so I'm honored to play just one part of the drum kit for such a prestigious band.
350000	354000	But come see me tonight with Fuckface at Spaceland,
354000	357000	and I will shred those fucking skins, man.
357000	364000	And he's just sitting there like, I hope my fucking conductor's in the audience.
364000	367000	And then he like, the night that his conductor comes,
367000	370000	he like does a whole fucking drum fill, like...
370000	376000	And then he hovers his stick over a cymbal, and then he drops it.
376000	381000	And he goes like, there's more to it than that, Mike.
381000	385000	And Mike's like, I just conduct, I don't write the fucking...
385000	387000	What, do you want a cymbal symphony?
387000	390000	You want me to write like a concerto for a cymbal?
390000	396000	Shh, shh, shh, shh...
396000	398000	It's the Overture.
398000	399000	All right.
399000	405000	Thank you for clapping, the President of the Lost Cause Department.
