start	end	text
0	13000	Ladies and gentlemen, from beautiful uptown, Burbank-Harmon Town is now in session.
19000	23000	Let's welcome to the stage the Game Master Spencer Crittenden.
23000	33000	And your mayor of Harbontown, Dan Harmon.
38000	41000	Thank you very much. Thank you for coming out.
41000	48000	It's a holiday weekend. We check in for granted that we keep filling this place, but we've got this venue now,
48000	53000	and it's like, it's not easy to get people over here. It's Burbank.
53000	59000	So all these people that keep filling the joint, they're obviously, we could probably do anything.
59000	62000	We got them on the hook.
62000	66000	Who drove really far, like from L.A.? How far did you come from?
66000	67000	Minnesota.
67000	71000	You drove from Minnesota? See, now that's a hell of a drive.
71000	73000	Yeah, that's a lot harder.
73000	76000	You must have left like this morning.
77000	82000	Yeah, who wants to go to Burbank from Minnesota? That's crazy.
82000	84000	What part of Minnesota are you from?
84000	85000	The Twin Cities.
85000	88000	The Twin Cities. Which ones?
88000	90000	I'm kidding, of course.
90000	92000	Hello, Dan. How are you doing, man?
92000	93000	I'm good, I'm good.
93000	95000	You seem like you've got something on your mind.
95000	98000	Well, no, I'm just trying to think of what I do have on my mind. I'm afraid I don't have anything on my mind.
98000	100000	It seems like you have nothing on your mind right now.
100000	105000	I'm in the midst of a deadline on a treatment that I'm supposed to turn in.
105000	106000	I should have turned in on Friday.
106000	110000	It's been one of those weekends where you saw it coming and it was like,
110000	112000	so four-day weekend, this is going to be great.
112000	116000	The sick dog wasn't even allowed to leave the house.
116000	120000	So it was really, Cody and I were like, it's going to be four days in the house,
120000	126000	like just sitting in bed and we don't even have to feel like we're bad people for doing that
126000	129000	because we've got a dog to take care of.
129000	131000	And then I had to go fuck it up.
131000	132000	Is Nigel all right?
132000	133000	Yeah, he's okay.
133000	141000	Nigel ate like a big clump of grass and then he was in there and then...
141000	146000	Look, man, Spencer was pointing out on this...
146000	148000	Hey, guys.
148000	149000	Are you doing Spencer?
149000	150000	Are you doing Nigel open?
151000	160000	So we go into the veterinarian with the Nigel dog and the doctor comes in
160000	162000	and he's taking X-rays and then he's taking X-rays the next day,
162000	164000	so he's analyzing this thing.
164000	167000	And it's like, oh, there's this thing in his stomach and he's like,
167000	169000	I thought we were bringing him in for surgery.
169000	174000	But then the guy says, he goes, well, at this point, you know,
174000	179000	I think we should just wait because it's moving, this thing.
179000	180000	It's just like this big thing.
180000	182000	It looks like a tube sock, but it looks like a tube sock
182000	184000	because now it's in his intestine.
184000	188000	So everything that you would put in there would look like a tube sock.
188000	191000	You could put gold in there and it would look like a tube sock.
191000	193000	It's kind of a neat idea.
196000	199000	But he has this thing and I'd still...
199000	200000	I'll never know.
200000	201000	I don't know.
201000	202000	He just kept going.
202000	205000	We would say, well, he's panting now and then he'd go,
205000	207000	well, you guys, he's a sick dog.
207000	211000	And he just had that lilting tone and every sentence began with you guys.
211000	216000	And then we'd go, so you think we shouldn't operate on him.
216000	219000	Well, you guys, we don't know.
219000	225000	And the fifth time he did that, I said, you know,
225000	231000	you do this thing where you keep saying you guys and there's this tone
231000	235000	and the message that we're getting is that you don't want any information from us.
235000	238000	We're not doing anything wrong, doctor.
238000	241000	We're asking questions and saying words.
241000	243000	He's getting mad at us.
243000	247000	We're assuming that the science of caring for a dog,
247000	253000	since the dog can't talk, that maybe it might involve collecting some data from us.
253000	255000	Or maybe, hey...
255000	257000	I mean, I was just like...
257000	261000	Usually in that situation, maybe this is a bad habit that I have.
261000	262000	Maybe I'm a bully.
262000	264000	Maybe people are making me uncomfortable, making me feel bad.
264000	267000	Maybe I'm accustomed to the fact that then I'll shine a spotlight on it.
267000	272000	And maybe because I'm a six-foot-tall fat, like, Ursine kind of dude,
272000	276000	maybe I'm spoiled, maybe most of the people I'm talking to,
276000	279000	maybe I wouldn't do that if I was talking to The Rock, you know?
279000	282000	I wouldn't adjust him, you know?
282000	284000	Maybe I need to examine that.
284000	287000	But I haven't thought about that because it always works
287000	290000	because usually what the person does is they go, oh, God, oh, geez, no.
290000	293000	Because the very fact of, like, you're just pointing out
