start	end	text
0	21480	In Hollywood, California, again here's some music by Geordie White, pretty groovy.
21480	24480	Harman Town is now in session.
30480	33480	Spencer Crichton, everybody. Spencer.
41480	45480	And your mayor, Dan Harman.
51480	54480	Thank you very much. Thank you.
56480	58480	Thank you.
58480	62480	Well, we've had a string of some pretty action-packed episodes, but a lot of crazy guests and...
62480	65480	We've had too much show for too many shows.
65480	68480	Yeah. So let's slow it down tonight.
68480	78480	Tonight, let's just relax and have a bad show, because we're all tired and there's nobody coming.
78480	83480	And I don't have anything to talk about, because I came here directly from the Great Mindset, as did you, Spencer.
83480	86480	Yes, we did.
88480	99480	Today, we shot with Gillian Jacobs from Community. She played Ada Lovelace, the mother of programming. Ada Lovelace. Or is it Loveless?
99480	101480	Ada Loveless.
101480	103480	No, Ada Lovelace.
103480	105480	Do the British pronounce Lovelace Loveless?
105480	109480	I think they pronounce a lot of things, a lot of ways.
109480	112480	All I know is she's the mother of modern computing.
112480	114480	She wrote the first algorithm.
114480	116480	She wrote the very first lines of code.
116480	121480	Yeah, the first algorithm. There were no computers yet. She wrote an algorithm.
121480	123480	You go, girl.
125480	127480	That's all I got.
128480	136480	I still, you know, some classic observations. I still wish they made a pill that could make your fingernails stop growing.
136480	142480	I'm just never going to clip these things, like, on schedule. What else is going on?
142480	145480	Boy, that vice president's up those old tricks.
147480	149480	Yes, Jeff?
149480	151480	Do you have really long fingernails right now?
151480	153480	You know, they're dirty, gross claws.
153480	154480	You should bite them.
154480	157480	I don't want to get a bite. I don't bite them.
157480	160480	No. Well, I've never been tempted to do that.
160480	161480	Do it.
161480	162480	No.
163480	164480	Do it right now.
164480	165480	No.
165480	166480	Do it in front of this office.
166480	167480	Bite them.
167480	170480	This is exactly how the Donner Party started.
171480	173480	It was cold and they were locked in a cabin.
173480	175480	Someone's like, God, I'm sorry.
175480	177480	You should bite your nails, Gloria.
177480	180480	Bite them. Bite them. Now keep biting.
180480	181480	Now let us help.
182480	189480	I'm Gloria Donner, the first person eaten at the Donner Party.
192480	196480	You guys saw that Hannibal prequel where they, uh, yeah.
196480	197480	All right.
198480	202480	Where they, like, walk you through how, yeah, I've talked about that.
202480	210480	The Donner Party thing reminded me of that, because essentially part of Hannibal's, Hannibal Lecter's origin is that he's like a little kid under the table at an ersatz,
210480	214480	Donner Party, that he's like under a table watching.
214480	218480	That's his first experience in life is that sometimes people eat people.
218480	225480	Like they walk you through bit by bit, piece by piece, like how you could become Hannibal Lecter from being you.
225480	228480	They remove all the fun out of the character.
228480	229480	It's just like, hey, could happen to you.
229480	231480	You could be Hannibal Lecter.
233480	235480	He's not Peter Parker.
235480	239480	We weren't going to that for that.
239480	241480	He was bitten by a radioactive hungry person.
243480	247480	I could give you some iPad app recommendations.
248480	250480	They're not funny ones, though.
250480	253480	I don't want to start any more beefs with any more Franco's.
256480	260480	I'm playing a game called Knights of Pen and Paper 2.
