start	end	text
0	8420	Oh shit! Welcome to Meltdown Comics in Hollywood, California!
8420	25000	Harman Town is now in session! Spencer Drayton, your Dungeon Master! Spencer!
25000	34000	And the Mayor of Harman Town, Mr. Dan Harman!
34000	43000	Thank you! Thank you very much!
43000	48000	Alright, so I threw out my back yesterday.
48000	49000	For real?
49000	54000	Yeah, and it hurts a lot, and it's hard to walk.
54000	58000	And today, Aaron drew a bath for me.
58000	63000	And it's my wife, Aaron.
63000	70000	It wasn't Aaron Sorkin.
70000	72000	I asked him.
72000	74000	That's a better story.
74000	78000	His take on it would be too dramatic.
78000	81000	Too clever. Just draw me a bath.
81000	84000	What would an Aaron Sorkin bath look like?
84000	87000	It would be ironic.
87000	91000	It would have a picture of a desert above it. I don't know.
91000	95000	I don't improvise what Aaron Sorkin's style is.
95000	101000	So she runs me a bath, very nice. She puts all these Epsom salts in it.
101000	104000	Maybe this will help your bad back.
104000	107000	And she's like, do you want me to put some music on it?
107000	109000	She puts something on it.
109000	115000	And she puts on probably in a genuine attempt to make me feel comfortable.
115000	120000	Not mockingly, she puts on 90s alternative hits.
120000	126000	It says like a station.
126000	131000	I'm like, this does make me comfortable with 90s alternative hits.
131000	134000	It's soothing my back and some Epsom salts.
134000	136000	It's like a radio station.
136000	140000	And then the commercial on the radio station for the 90s alternative hits
140000	147000	is for a hospital that specializes in hip pain.
147000	151000	And that's a real actual thing that happened today.
151000	153000	This is sitting there in the tub.
153000	156000	And then another thing that made me feel old but in a good way
156000	158000	was I watched Kung Fury.
158000	161000	Did you see this thing, Kung Fury?
161000	166000	That was another Woody and Toy Story moment for me.
166000	169000	The box opening and Kung Fury coming out and me going,
169000	173000	oh, I'm retiring now.
173000	176000	It's kind of, not to be, I guess that's very presumptuous for me to say.
176000	178000	There's a lot of talent and passion.
178000	180000	You got to check it out. It's very great.
180000	185000	It's like 25 minutes of just nonstop passion for the 80s.
185000	189000	I would never have clicked on it because there's been so much hack shit
189000	192000	that has like, you know, Kung in the title.
192000	195000	It just sounds like something you probably nine times out of ten.
195000	198000	Kung Fu Panda.
198000	200000	You know, it's just too much shit.
200000	203000	Somebody sends me a video and goes like, oh, you should watch this.
203000	205000	It's called Kung Fury. I'm not going to, I'm not.
205000	207000	I just, I did it because of my bad back, really.
207000	210000	I couldn't do anything else except watch stuff.
