start	end	text
0	10000	Hello. Hello, you apes. Well, welcome. My name is Mitch Hurwitz. I'm the temporary
10000	16000	cop stroller here in Harman Town. Is that what the guy's name is? Dan Harman, I understand.
16000	21000	Well, I want you to give it up. He's not even backstage yet. So don't give it up, I guess.
21000	27000	Just hang on to it and get ready to say hello to the mayor of Harman Town.
28000	31000	Dan Harman!
34000	40000	Thank you. Thank you, guest cop stroller Mitch Hurwitz. Thank you. Thank you very much.
40000	45000	I'm sorry, I didn't know that you didn't know, but for some reason I always come up through the crowd.
45000	50000	I don't know much about anything. I was listening to Harman Town on the way over to kind of prepare.
51000	55000	Certainly you had the sense that Jeff always sees me in the back room.
55000	58000	First of all, I didn't realize you were recording it.
60000	63000	So people elect to listen to this.
63000	68000	Yeah, yeah, yeah. They drive to work or they, I don't know.
68000	70000	Well, good for them.
70000	74000	It's a whole new world full of less fame and more stuff to listen to.
74000	79000	No, I do know all about it. In fact, I was here, Dan doesn't like people to know this part of it,
79000	83000	but we started our rehearsal early today. We did this at one o'clock.
83000	87000	And I hope I remember everything.
87000	99000	It is the only thing that I ask people that are involved in the show to keep a secret is the amount of preparation that goes into the show.
99000	105000	Because I find it uncharismatic. I like to pretend that we stay in the moment here at the show.
105000	109000	I'm less groomed than the normal comptroller. Did you notice that?
109000	111000	No. Really?
111000	113000	Oh, then Jeff you mean because he's a dapper.
113000	115000	Yeah, he's very dapper.
115000	118000	And actually maybe later we can talk about some grooming ideas for me.
118000	124000	Because I just looked in the mirror on the way out here and I thought, I might be too old for this hairstyle.
124000	126000	What do you mean?
126000	129000	Well, we'll get to do it. Do your thing.
129000	131000	Well, what do you do different?
131000	133000	That's what I want to get your opinion on.
133000	137000	I mean, I guess you could shave it down to like a little short.
137000	139000	That sounds sexy.
139000	143000	You could grow it out into a big old poofy thing.
143000	145000	Those are the only two things I can imagine.
145000	147000	Yeah, I really have the two options.
147000	149000	It could be longer or shorter.
149000	151000	Small ball, large ball.
151000	153000	I'm not the guy to talk to about this.
153000	157000	I will go to the stylist sometimes and just say, small ball me, will you?
158000	164000	Look, let's try not to have the whole show be you and I just blowing each other.
164000	166000	But you're a very handsome man.
166000	169000	I'm going to just really quickly take off my shirt. I want to show you.
169000	170000	Wow.
170000	172000	I'm not.
