start	end	text
0	19280	From Hollywood, California, Meltdown Comics, The Nerdist Theater, Carman Town is now in
19280	29280	Hollywood, I'm dancing to it now, it's all over me
29280	33280	Let's bring out Spencer Crichton and everybody
33280	47280	Spencer Crichton, I'm the mayor of Harman Town, dead Harman
47280	63280	Thank you for coming to the show I'm doing
63280	80280	My therapist recommended a book for me and she just told me the title and then I got it
80280	83280	and then the guy started talking and it's an ADD book
83280	86280	I think I might be on the verge of a diagnosis
86280	90280	But you could tell because I was like, you want to recommend any other books?
90280	92280	And she's like, just let me know how this one goes
92280	98280	But I think she's very begrudging, because I'm a self-diagnoser
98280	101280	I think she wanted to put the kibosh on that right away
101280	104280	She's like, you're not fucking autistic, you pose her
104280	110280	And I am, and it's hard to pay attention to this book about ADD
110280	118280	It's hard to, it literally, honestly, it's not even a joke because the guy that wrote it as ADD
118280	122280	and he's a doctor that diagnoses it, which makes you think, wait, is this the stuff with Garrett Morris?
122280	127280	Is it just a thing that spreads? Look it up, the blob
127280	133280	But I've got to calm down, because here's the thing
133280	143280	The beginning of the book, it even went so far
143280	149280	ADD people have a hard time finishing books, and this book was made with that in mind
149280	156280	But with that in mind, they did not go that extra mile to make it accessible to ADD people, I don't think
156280	158280	It was very slow-paced
158280	162280	That sounds like a great way to get away with writing a shitty book
162280	167280	There's two versions of the book, when I look on audiobooks, it's called
167280	173280	Driven to Distraction, or not Driven to Distraction, Delivered from Distraction
173280	177280	The former is like a Harlequin romance novel
177280	183280	If you get the name of your ADD book wrong, you might have ADD
183280	189280	But there's two versions, and they're with a slightly different colored cover, and one is 3 hours and one is 12 hours
189280	194280	And then I could only get the 3 hour one because I wasn't on Wi-Fi
194280	200280	And then he begins, he says, this is the 3 hour version, because you have ADD
200280	204280	But then also in addition to that, very boring, very boring book
204280	207280	But now Dan, you're an Adderall user, enthusiast
207280	210280	And I thought, illegitimately
210280	216280	But imagine my surprise to find out I'm on medication
216280	221280	But the people I know that actually have that are diagnosed with ADD or ADHD
221280	227280	And they take Adderall, they don't get a beat that actually just restores their memory
227280	233280	Having listened to 15 minutes of this 12 hour audiobook, I can tell you, there's a lot of misconceptions
233280	237280	First of all, everybody's different, that's what you'll hear about, everything
237280	244280	It should be called attention fluctuation disorder, if it was going to be named in a way that would help you
244280	250280	People have hyper focus that have ADD, people are easily distracted
250280	257280	They're just scattered, it's all over the place
257280	262280	You have hyper empathy, there's a lot of overlap with things that you could see
262280	269280	You could diagnose somebody being bipolar, a lot of the things, both bipolar people and ADD people
269280	277280	They could feel identically in certain situations, like at certain times you'd be like
277280	281280	Oh, that person's bipolar or ADD, and it could be the other thing
281280	291280	Both of those categories, in spite of all outward empirical evidence that you're doing fine
291280	295280	You could feel like you're a piece of shit and you need to just eat a bucket of shit and jump off a roof
295280	298280	Like ADD people can feel that way
298280	302280	And then the other thing that I thought was really valuable to know, which I should have just googled in the first place
