start	end	text
0	28080	Hello Atlanta Georgia how are y'all I hope you're well I know I am
28080	34880	oh you did it you came to the right place gentlemen please
34880	40800	Harman town is now in session put your hands together for the mayor of Harman town Dan Harman
40800	57600	thank you thank you God bless you God bless your railroads God bless your your airlines
58480	66040	God bless Coca-Cola God bless AT&T mobility that we are we are in a we are
66040	70760	in a what's called an alpha city Jeff we're in a center of world commerce
70760	78560	Atlanta Georgia this is a gigantic like global it's it's it's been the nexus of
78560	82600	American civilization and and beyond I'm not being it sounds like I'm being
82600	86400	sarcastic doesn't it if I were from here and someone started saying that I go
86400	92160	what's this a setup for like he's gonna take a piss on her faces no I I've been
92160	96720	Wikipediaing you today as I do each city we go through I do a little bit of
96720	101240	research and I was stricken by the history and the the fucking human pain
101240	109120	and the and triumph it's not funny you should laugh we're in a comedy club I'm
109120	112720	happy I say so it makes you laugh but truly like what it's a beautiful
112720	116560	beautiful we're it's the most historical city in the country I'm gonna say that
116560	121480	right now I'm not I'm not an expert what are you basing that on well you know
121480	124680	you'd have to go like well what about Virginia Dan what about Washington DC
124680	130280	fuck politicians this is a the politics is not history history is blood and
130280	135920	humanity this place Atlanta like out of probably out of any city will be to on
135920	140720	this tour maybe out of any city in the country certainly paid the price for the
140720	146720	Civil War conflict like just sat here and got destroyed like like like was
146720	150040	just in the crossfire because it was at the center of all these railroads it was
150040	155600	a strategic location for military operations so you know this guy General
155600	162520	Sherman sounds like kind of a dick move just just because it was on its way to
162520	167680	Savannah right it's just decided Atlanta should be burnt literally to the ground
167680	173920	every scrap of it except for hospitals and churches quote Wikipedia so that
173920	180120	everyone can sit and go dear God and or he'll heal my leg my house is gone and
180120	184120	everything but but it goes beyond that because I think this is really really
184120	187920	really interesting like like I don't know where we'll go and I'm not I'm not a
187920	191120	historian certainly not a Civil War historian but just reading about that
191120	194880	I'm going okay so I bet this place got it the worst out of that whole conflict I
194880	198120	bet the suffering was the worst here like the biggest battles took place
198120	202680	around here that the crossfire was the worst here the place was burnt to the
202680	210000	ground by by what's up to are you is this a rival for who got it worse or you
210000	214920	said or is that like a wounded knee like of Atlanta thing okay well you know what
214920	220760	yes I'm yes thank you I'm not Ken Burns everybody
221360	227780	amazing hey I don't come to where you animate photos and tell you which key
227780	234400	frames to set I'm not I'm not discouraging you calling something out
234400	237320	I'm just I'm just making sure you're maybe agreeing with me or disagreeing
237320	241740	with me if you disagreeing with me shut up for a second okay but but but if
241740	245400	you're agreeing with me hallelujah but but but but I thought the thing I was
245400	249440	stricken by reading about it was okay so it just did the place was just raised by
249440	253880	this by this horrible bloody conflict and then the first to bounce back like
253880	259640	gigantically and and and and just became like the center of commerce again it's
259640	264040	like constantly being punished for being this nexus of civilization and then also
264040	269760	because it is a nexus of civilization like not having the option of being you
269760	275000	know fucked up like it you look at like Flint Michigan and go oh shit what you
275000	278880	know we had an auto plant here and then it closed down that's why you're being
278880	286920	raped right now we're we're in a city that was ordered burnt down by a federal
286920	291680	Empire and then popped right back up again and like a game of whack-a-mole and
291680	296080	be and became not only not only you know not only a commercial Empire but but
296080	302160	also like at the forefront of the New South of progression and they coined this
302160	306480	phrase I don't know where it came from it was your Willy B. Hartsfield was that
306480	311280	his name of those your your mayor from the 40s to the 60s day the 50s when all
311280	315840	that shit was going down Atlanta was this like pocket of fuck this shit like
315840	320120	like let's let's let's make some money and build our houses and like do this
320120	324720	stuff and the phrase too busy to hate got adopted that's I like sort of a
324720	329760	slogan here I don't know if it's how much bullshit it is but I like I caught
329760	334280	my breath a little bit when I read that too busy to hate too busy to hate they
334280	339240	got too much shit to do there's too much reality happening here for them to
339240	343200	engage in the idea that that if you're a black person or white person or if you
343200	346440	you know whatever you're wherever you're leaning it's there's too much shit to
346440	350880	get done too many railroads happening too many planes coming in they got
350880	355200	places to go too much cargo to offload you know too much coke to make too much
355200	360480	AT&T to mobilize and now and now they're also a media empire as well as a lot of
360480	364400	stuff being shot here it's a it's a little and it's not you know there's no
364400	369080	there's no White House here and there's no it's but it's it's it's it's the
369080	375000	cleavage of our country it's it's just drink down deep just take a sharpie pen
375000	380960	and put it right in there you mean like the Rockies and the Appalachians would
380960	384640	be like the titties yeah I didn't think that hard about it I I was just trying to
384640	389120	think of what what it is I didn't want to say vagina because that's like it's
389120	395200	the womb it's the it's the it's a it's a it's a deep dark painful joyful
395200	400360	creative vessel you're really busy on the internet in that bus ride today man
400360	404480	I know it's just the hotel lobby I went down I had a kettle one and I pulled up
404480	409000	Wikipedia I said what is Atlanta and I just I'm in love I we were in Texas you
409000	412760	probably heard me blowing them when we were willing to pass through but I'm not
412760	416480	I'm not did I didn't say oh Texas is great for any reasons I'd say Atlanta's
416480	420440	great like like Texas and I also didn't give a shit about Austin I was like
420440	425360	Texas we're in Texas let's talk about my infatuation with Texas is this we get
425360	427960	to spend some time here actually we were doing an early show because we have to
427960	432000	get out of here cuz Bob Goldway is coming in and then who is awesome but we
432000	435880	get to we actually get to spend the the evening and the night here and and not
435880	438600	have to get up like I'm not get on the bus at the crack of dawn or if we know
438600	442000	4 a.m. or whatever it's awesome yeah yeah I probably have to write some
442000	445200	scripts though I think I think it's like I think Fox and see you have to write
445200	449280	while you're on the road I have to write right now I have to yeah I should
449280	458600	have a laptop out and going fade in Natalie's she's hot but she's smart I'm
458600	461440	feeling very vulnerable over here because in the club tonight I normally
461440	466560	have a little iPad I have a little iPad and I play music and I put rap beats on
466560	470960	so Dan can rap about fucking your mama and and believe me it's gonna happen
470960	478760	tonight as sure as the south will rise again no mama will be unfucked in this
478760	487080	country and frankly he will not give a damn and well my iPad is up there in the
487080	491200	booth and Dustin Marshall our podcast recorders I'm gonna have to call out
491200	496760	audible is like a sideline coach like a and I'm gonna like beat number two so
496760	501120	you're accustomed to a little more control and I'm traveling with Jeff and
501120	504520	I'm getting to know him I've been friends with him for over ten years you
504520	507680	know we've never been through this experience together and I really noticed
507680	511880	a tangible difference today because I I got off the bus and I went to my hotel
511880	517600	room like like Jeff he can't wear this suit all the time like there are moments
517600	521040	when he's like wearing just a sweater but he just looks like this and those
521040	526280	are his vulnerable moments this is how he sleeps wearing what I'm wearing for
526280	532600	the podcast listeners I'm dressed like Jerry Mathers in 1990 like when he when
532600	536360	they were maybe doing fucking around with a new leave it to Beaver show I
536360	542000	I'm like a J crew kind of kind of casual I don't know that I've ever seen you in
542000	546880	this is how Jeff cuts his vegetables and dress like me and sleeps and so we
546880	549360	rolled into the town of Jeff was wearing his little sweater and he's like like we
549360	552360	came to the venue to do the soundcheck and I know that I know this look in his
552360	556160	eyes like just focused and then he opens the door and he's just walking around
556200	560320	like Jeff's Jeff being snooty like no one get in his way let him let him what
560320	563160	what's what's happened and not snooty because I don't think anyone interacted
563160	567720	with you but but I could I cut you a wide path when I see a certain look on
567720	572120	your face and it's a good idea I was like I think what is it what is it and
572120	576000	then I figured out oh he doesn't he's not in his suit he needs to go back get
576000	579600	in his suit here's a sound check and I need a shave you know I'm of the I'm of
579600	584080	the feeling that like I like Frank Sinatra like here don't hear the rules
584080	586960	that you know when you want when you go on stage you shave and you wear a suit
586960	591640	so I I'm the opposite we rolled into the hotel and I was where I was like I'm
591640	594440	gonna go have a drink and then we'll go to the venue and Aaron said you have to
594440	599920	change your clothes you you stink you you look gross your pants are from a
599920	605760	different era of body weight you look like you have a load in your in your
605760	609480	pants I go you just just she brought all this nice clothes just change and I said
609480	613600	I want to have a drink and I actually really said and I wasn't being ironic I
613600	620440	said do you understand that I'm a baby and she and she went yes I do I'm
620440	627640	changing you and she made me put on this seafoam sweater and this these navy blue
627640	631760	pants and I feel great and all this stuff but I meet meanwhile in a different
631760	637720	hotel room you're going my clothes give me my power so we're opposites there I
637720	642560	would have come out here in a diaper and I would have just pooped and I if no one
642560	645680	else had said anything I wouldn't have known it was yeah I mean it's obviously
645680	648120	there's a live crowd but for a podcast I'm surprised you don't just come out in
648120	652040	a bathrobe because like didn't you should you used to show up at Paramount
652040	655840	for community in a bathrobe didn't you yeah yeah he said show up at work in
655840	660680	pajamas like you were like one of those who's the crazy brothers that made the
660680	664000	matrix and the guys who had to just dress on like a crazy yeah yeah I was
